x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
2.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
4.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
5.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
6.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
7.0,0.00012041,0.00772573,0.00078386,0.00761585,0.0,9.537e-5,0.00010529,0.00863362,0.00919227,0.01018059,-0.0,0.00373138,-0.0
8.0,0.01773404,0.0961368,0.0130027,0.08320328,0.00940297,0.01680761,0.02296755,0.09288673,0.08763097,0.0827805,0.00988411,0.05737515,0.0055386
9.0,0.1498871,0.26810877,0.09979294,0.22765112,0.11359401,0.14203338,0.17674124,0.26568342,0.23336889,0.25498535,0.15445003,0.19165617,0.06034323
10.0,0.3293252,0.43275023,0.2603297,0.38157726,0.28161633,0.31204875,0.35867966,0.43389543,0.39383376,0.41965104,0.31707311,0.34207637,0.15621223
11.0,0.46634544,0.56032382,0.37756551,0.52387285,0.40150607,0.43056708,0.49678923,0.56955377,0.53075365,0.59943069,0.45442326,0.46789966,0.24855986
12.0,0.59970978,0.65374915,0.48451375,0.61899952,0.52445633,0.53584848,0.589441,0.65773114,0.60716464,0.70962547,0.56061867,0.53170488,0.3258543
13.0,0.66694851,0.71980046,0.52729372,0.62685929,0.59705999,0.62287558,0.62276054,0.72278383,0.70422945,0.74697823,0.57512512,0.55942486,0.34224427
14.0,0.65847663,0.71530832,0.54384868,0.66067714,0.60038909,0.67427268,0.62596354,0.68989134,0.70611362,0.76414623,0.62143437,0.5264487,0.33938976
15.0,0.60759004,0.67139301,0.50254622,0.61876866,0.5413018,0.63553702,0.5686971,0.65375539,0.63429668,0.6963193,0.56503835,0.52971282,0.35327677
16.0,0.50744737,0.58275709,0.4078919,0.48140565,0.46606606,0.49314963,0.44591847,0.55277452,0.53521183,0.60736529,0.44740583,0.46405336,0.32272961
17.0,0.33936907,0.42879339,0.31125292,0.3558585,0.32127659,0.33051296,0.29817906,0.42954418,0.40811811,0.45102932,0.28297768,0.35353053,0.2225365
18.0,0.13546485,0.25634011,0.1315452,0.2023345,0.11156563,0.12621945,0.10807111,0.24871052,0.24777077,0.25912072,0.08738861,0.19170381,0.10014774
19.0,0.01353075,0.09509677,0.01867569,0.07018657,0.00792074,0.01630115,0.01300908,0.08672369,0.08777056,0.08283192,0.00720709,0.0532426,0.0157872
20.0,-0.0,0.00876888,0.00067677,0.00781663,0.0,0.0,-0.0,0.00943081,0.00785329,0.00387151,-0.0,0.00148595,-0.0
21.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
22.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
23.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
24.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0
