x1,x2,x3,x4,x5,x6
1.0,0.55112681,0.63814566,0.60715443,0.84217892,0.38680104
2.0,0.53025133,0.61058737,0.52733705,0.81897,0.36340482
3.0,0.51802294,0.56330677,0.50100754,0.80674075,0.36272153
4.0,0.48473649,0.52168626,0.4862788,0.74650946,0.3413302
5.0,0.4663676,0.45925778,0.41454634,0.73520097,0.30304008
6.0,0.4336919,0.39841333,0.34902601,0.69707699,0.26472755
7.0,0.44377391,0.34071606,0.31069836,0.7421143,0.24130209
8.0,0.4379876,0.22927646,0.2100365,0.65899032,0.20841992
9.0,0.39310452,0.19900596,0.19324568,0.63918011,0.16572056
10.0,0.34410086,0.21039859,0.20249967,0.61817258,0.11894787
11.0,0.29736158,0.22038929,0.18425989,0.66457,0.10496763
12.0,0.32356086,0.22001414,0.18013049,0.67282237,0.09908337
13.0,0.35954158,0.23831162,0.18687148,0.70271333,0.11142394
14.0,0.37528036,0.22758727,0.20278251,0.76541226,0.13695197
15.0,0.39948939,0.29432646,0.22899421,0.75875161,0.17412924
16.0,0.42870437,0.30525475,0.24391082,0.73989118,0.17735663
17.0,0.46344029,0.33270535,0.32255049,0.74777161,0.17298594
18.0,0.48737599,0.42345566,0.3945529,0.77014753,0.20673912
19.0,0.54270459,0.51504596,0.46736077,0.76679892,0.2936796
20.0,0.60433713,0.6312202,0.5597776,0.79133753,0.36244265
21.0,0.62291498,0.68945586,0.6083976,0.78358344,0.37222795
22.0,0.6226519,0.67172273,0.64839563,0.80249871,0.40142908
23.0,0.60617441,0.65068465,0.65294284,0.78958602,0.39002474
24.0,0.59774875,0.62198374,0.66566448,0.78487312,0.39784602
