x1,x2,x3,x4,x5,x6
1.0,9770.68146324,12706.23599407,12734.29274661,10020.47218698,9910.6320965
2.0,9264.97250799,12014.693786,12051.23486458,9508.05078432,9426.71543583
3.0,8970.96188885,11525.87411973,11589.98866761,9184.21585289,9135.73334841
4.0,8816.11404322,11243.55529189,11324.56401753,8996.03763955,8984.91133205
5.0,8828.20642228,11207.88082477,11309.95833184,8970.15254542,9009.49887207
6.0,9118.9382902,11530.12714586,11670.6240474,9216.35185615,9338.13250195
7.0,9746.86103055,11955.01659659,12142.72675603,9758.41398128,10007.88695564
8.0,10302.89157102,12141.32164279,12336.41379,10215.1764595,10533.56584579
9.0,10516.1771547,12888.08998691,13084.67156375,10471.06173878,10777.98153616
10.0,10821.98984589,13964.42216833,14163.61642138,10891.39995271,11110.87733753
11.0,11201.13042262,15074.45828724,15276.14656759,11399.64939637,11510.22346157
12.0,11528.67964344,16050.8530295,16240.01360085,11825.34991647,11839.27123018
13.0,11755.24902049,16818.97971751,16989.21671399,12132.03867497,12082.13790414
14.0,11929.44378874,17479.63602503,17624.2701078,12381.0173085,12281.11425562
15.0,12072.3094844,17986.67739281,18076.05245897,12578.34147256,12429.70981129
16.0,12153.91632447,18307.76170691,18404.72177811,12694.91869368,12524.65104839
17.0,12167.94538428,18375.37149996,18484.02579232,12719.0017563,12548.72214927
18.0,12054.40976476,18120.58257994,18228.47914606,12587.52891452,12439.50363974
19.0,12026.78987473,17461.84809781,17584.55327328,12434.70412486,12337.69087255
20.0,12249.97694746,16809.06155092,16955.18451058,12491.72027637,12440.78425941
21.0,12180.68781774,16495.71277518,16621.3694595,12436.19510356,12368.64902045
22.0,11839.08137098,15918.41294327,16015.87893007,12071.49521089,11979.12197057
23.0,11266.96039781,14866.39946132,14965.68362966,11453.11120816,11321.47173145
24.0,10536.8525715,13725.43501075,13835.19495,10659.77114542,10519.64641423
