x1,x2,x3,x4,x5,x6
1.0,0.90322581,0.60606061,-0.0,0.0483871,0.01204819
2.0,0.90322581,0.65151515,-0.0,0.0483871,0.02409639
3.0,0.91397849,0.57575758,-0.0,0.06451613,0.0
4.0,0.88172043,0.63636364,-0.0,0.06451613,0.01204819
5.0,0.90322581,0.63636364,-0.0,0.03225806,0.01204819
6.0,0.88172043,0.68181818,-0.0,-0.0,0.01204819
7.0,0.89247312,0.68181818,-0.0,0.01612903,0.01204819
8.0,0.89247312,0.66666667,-0.0,0.03225806,0.01204819
9.0,0.89247312,0.63636364,-0.0,0.0483871,0.02409639
10.0,0.8172043,0.62121212,-0.0,0.0483871,0.02409639
11.0,0.67741935,0.56060606,-0.0,0.01612903,0.01204819
12.0,0.49462366,0.57575758,-0.0,-0.0,0.0
13.0,0.39784946,0.28787879,-0.0,-0.0,0.0
14.0,0.16129032,-0.0,-0.0,-0.0,0.0
15.0,0.0,-0.0,-0.0,0.03225806,0.06024096
16.0,0.0,-0.0,0.22635581,0.16129032,0.1686747
17.0,0.0,-0.0,0.40983607,0.19354839,0.20104141
18.0,0.0,-0.0,0.47540984,0.29032258,0.26506024
19.0,0.0,-0.0,0.47540984,0.46774194,0.45783133
20.0,0.0,-0.0,0.50819672,0.48387097,0.4939759
21.0,0.0,-0.0,0.52459016,0.5,0.51807229
22.0,0.0,-0.0,0.59016393,0.56451613,0.54216867
23.0,0.0,-0.0,0.62295082,0.58064516,0.54216867
24.0,0.0,-0.0,0.62295082,0.58064516,0.54216867
