x1,x2,x3,x4,x5,x6
1.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,-0.0,0.00255996,0.00214062,0.00035424,0.00037991
8.0,0.01272505,0.06740339,0.07012495,0.02097824,0.02217982
9.0,0.11916894,0.22533225,0.2182729,0.12059441,0.1329129
10.0,0.27275765,0.38759888,0.39167718,0.28160542,0.28545578
11.0,0.40290953,0.55152278,0.53966499,0.36446368,0.44081417
12.0,0.52098889,0.65481697,0.64688971,0.47555044,0.55041735
13.0,0.54593172,0.69939019,0.70472748,0.54555808,0.59662458
14.0,0.56439745,0.71662957,0.70966252,0.58223242,0.61268725
15.0,0.5620833,0.66807589,0.67271165,0.53348906,0.57047268
16.0,0.4743532,0.57232749,0.58396659,0.45647015,0.47762776
17.0,0.34310017,0.42395629,0.43775958,0.32955446,0.32274842
18.0,0.15109581,0.26065687,0.26715741,0.17045427,0.1711955
19.0,0.02098076,0.09084671,0.09624761,0.03489236,0.03265643
20.0,-0.0,0.00861337,0.00903877,0.00054407,0.00060633
21.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0
