,1,2,3,4,5,6,7,8
1:00,0.4509,0.3783,0.1419,0.0461,0.3641,0.0923,0.1034,0.1862
2:00,0.3844,0.3776,0.2198,0.024,0.2844,0.1122,0.1413,0.1411
3:00,0.263,0.4831,0.3183,0.0143,0.2405,0.1357,0.1601,0.098
4:00,0.3091,0.4812,0.3423,0.0049,0.127,0.1187,0.1825,0.0966
5:00,0.2937,0.5233,0.3632,0.0043,0.0848,0.103,0.1574,0.0872
6:00,0.2003,0.5772,0.3863,0.046,0.1975,0.0846,0.1443,0.0647
7:00,0.2247,0.5309,0.3877,0.0707,0.2779,0.0994,0.1168,0.0598
8:00,0.3349,0.5977,0.3744,0.0397,0.3241,0.1329,0.1216,0.1079
9:00,0.4627,0.6276,0.3658,0.0199,0.3787,0.1726,0.1207,0.1833
10:00,0.5418,0.4217,0.2881,0.0016,0.2527,0.2578,0.125,0.1458
11:00,0.6738,0.2943,0.3113,0.0149,0.5303,0.1099,0.0366,0.1101
12:00,0.7665,0.2769,0.2952,0.0796,0.6471,0.054,0.0454,0.0784
13:00,0.873,0.2782,0.2957,0.0945,0.7525,0.0512,0.0388,0.0321
14:00,0.8442,0.3503,0.2357,0.1766,0.7624,0.0598,0.0726,0.035
15:00,0.8359,0.3527,0.1896,0.2225,0.7324,0.1238,0.123,0.1331
16:00,0.773,0.3593,0.3129,0.2544,0.7966,0.2146,0.1727,0.252
17:00,0.8093,0.3539,0.2816,0.2635,0.729,0.1974,0.2324,0.3936
18:00,0.8364,0.3774,0.2409,0.3006,0.6815,0.181,0.2136,0.4488
19:00,0.846,0.5134,0.2538,0.3026,0.6948,0.1731,0.1764,0.4923
20:00,0.7657,0.5652,0.1731,0.3739,0.7045,0.1355,0.1419,0.4312
21:00,0.6419,0.6244,0.1165,0.4504,0.6837,0.0979,0.1058,0.3733
22:00,0.5237,0.5698,0.13,0.2297,0.6972,0.1252,0.1346,0.3316
23:00,0.3778,0.4867,0.2052,0.1822,0.6619,0.1465,0.1623,0.2509
24:00,0.3172,0.4548,0.2121,0.1191,0.7293,0.142,0.1263,0.2005
