,1,2,3,4,5,6,7,8
1:00,0,0,0,0,0,0,0,0
2:00,0,0,0,0,0,0,0,0
3:00,0,0,0,0,0,0,0,0
4:00,0,0,0,0,0,0,0,0
5:00,0,0,0,0,0,0,0,0
6:00,0,0,0,0,0,0,0,0
7:00,0,0,0,0,0,0,0,0
8:00,0.0006,0,0,0,0,0,0,0
9:00,0.3254,0,0,0.077,0,0,0,0.156
10:00,0.5397,0.1918,0,0.2506,0,0.367,0.3289,0.3684
11:00,0.473,0.4549,0.0631,0.1884,0,0.5958,0.6308,0.3822
12:00,0.5245,0.2571,0.1913,0.2842,0,0.6488,0.6207,0.3151
13:00,0.6506,0.1604,0.2536,0.2954,0.0067,0.6188,0.6288,0.5781
14:00,0.7528,0.1827,0.1095,0.5192,0.0856,0.6924,0.6733,0.7714
15:00,0.9043,0.4066,0.0057,0.6624,0,0.7332,0.7112,0.7557
16:00,0.8656,0.3699,0,0.5444,0.0067,0.7129,0.6302,0.6138
17:00,0.7609,0,0.0202,0.3512,0,0.1009,0,0.6772
18:00,0.5276,0,0,0.3304,0,0,0,0.4874
19:00,0,0,0,0,0,0,0,0
20:00,0,0,0,0,0,0,0,0
21:00,0,0,0,0,0,0,0,0
22:00,0,0,0,0,0,0,0,0
23:00,0,0,0,0,0,0,0,0
24:00,0,0,0,0,0,0,0,0
