,1,2,3,4,5,6,7,8
1:00,0,0,0,0,0,0,0,0
2:00,0,0,0,0,0,0,0,0
3:00,0,0,0,0,0,0,0,0
4:00,0,0,0,0,0,0,0,0
5:00,0,0,0,0,0,0,0,0
6:00,0.0163,0,0,0.0065,0,0,0,0.0006
7:00,0.2292,0.0169,0,0.127,0.001,0.0105,0.0033,0.1861
8:00,0.488,0.1479,0.0074,0.4547,0.0676,0.2054,0.1703,0.6259
9:00,0.7801,0.7264,0.1046,0.4961,0.2068,0.7187,0.6825,0.7311
10:00,0.7075,0.8187,0.1459,0.564,0.3272,0.8366,0.8299,0.8067
11:00,0.6891,0.7995,0.3293,0.6165,0.3371,0.781,0.8137,0.7762
12:00,0.793,0.7633,0.2751,0.6582,0.3863,0.7391,0.7527,0.8968
13:00,0.8547,0.6809,0.257,0.7301,0.4325,0.7316,0.7273,0.8932
14:00,0.906,0.7683,0.3395,0.5518,0.5608,0.7502,0.7535,0.8559
15:00,0.8391,0.8096,0.2888,0.6002,0.6513,0.7927,0.7819,0.8622
16:00,0.876,0.7179,0.122,0.4545,0.6676,0.7722,0.7957,0.8602
17:00,0.859,0.5975,0.1236,0.4258,0.4983,0.5751,0.5829,0.6928
18:00,0.7312,0.1601,0.1454,0.2445,0.2176,0.1761,0.1589,0.4778
19:00,0.3504,0,0.0125,0.0931,0.0178,0,0,0.3027
20:00,0.0122,0,0,0.0251,0,0,0,0.023
21:00,0,0,0,0,0,0,0,0
22:00,0,0,0,0,0,0,0,0
23:00,0,0,0,0,0,0,0,0
24:00,0,0,0,0,0,0,0,0
