,1,2,3,4,5,6,7,8
1:00,0.7911,0.8465,0.3585,0.1469,0.5912,0.6456,0.7796,0.4698
2:00,0.7469,0.8616,0.3868,0.1736,0.5698,0.6848,0.7657,0.4802
3:00,0.6703,0.8444,0.3607,0.1872,0.6052,0.5873,0.768,0.485
4:00,0.6345,0.8037,0.2669,0.2134,0.6385,0.494,0.7243,0.4561
5:00,0.526,0.7831,0.2306,0.2111,0.6083,0.4478,0.6934,0.4098
6:00,0.3894,0.7554,0.2343,0.1754,0.5842,0.4038,0.6907,0.3781
7:00,0.3577,0.6942,0.2214,0.1365,0.5371,0.3672,0.6186,0.3025
8:00,0.3558,0.6928,0.2865,0.0775,0.4724,0.3293,0.6149,0.2287
9:00,0.366,0.6905,0.3803,0.0399,0.4165,0.312,0.6235,0.1716
10:00,0.356,0.6911,0.3711,0.0357,0.395,0.253,0.5653,0.1625
11:00,0.281,0.6969,0.5299,0.012,0.4877,0.1054,0.4779,0.1648
12:00,0.312,0.686,0.4886,0.0033,0.4613,0.1284,0.4625,0.2214
13:00,0.3509,0.6081,0.3991,0.0014,0.3989,0.1027,0.4416,0.157
14:00,0.3235,0.6166,0.3042,0.0033,0.323,0.0922,0.3906,0.1533
15:00,0.3203,0.5565,0.173,0.0135,0.3291,0.0664,0.3891,0.2051
16:00,0.312,0.5324,0.1482,0.0221,0.3386,0.0949,0.3564,0.2258
17:00,0.3365,0.5458,0.1322,0.0415,0.3678,0.1345,0.3774,0.2096
18:00,0.3519,0.5533,0.1464,0.067,0.3732,0.1617,0.4713,0.2404
19:00,0.435,0.5987,0.2359,0.1099,0.3913,0.2244,0.6473,0.3254
20:00,0.4813,0.6667,0.3787,0.1202,0.3277,0.2252,0.815,0.4226
21:00,0.4775,0.6974,0.5083,0.1323,0.2981,0.2231,0.8798,0.4961
22:00,0.6301,0.7148,0.5111,0.2042,0.3867,0.3086,0.8792,0.5445
23:00,0.6907,0.6538,0.554,0.1868,0.4183,0.3893,0.8519,0.6183
24:00,0.7531,0.6014,0.5145,0.2473,0.4935,0.4506,0.8253,0.6048
