,1,2,3,4,5,6,7,8
1:00,0,0,0,0,0,0,0,0
2:00,0,0,0,0,0,0,0,0
3:00,0,0,0,0,0,0,0,0
4:00,0,0,0,0,0,0,0,0
5:00,0,0,0,0,0,0,0,0
6:00,0,0,0,0,0,0,0,0
7:00,0,0,0,0,0,0,0,0
8:00,0.0772,0,0,0,0,0,0,0
9:00,0.4012,0,0,0.1945,0,0,0,0.1268
10:00,0.5656,0.2775,0.0675,0.3076,0,0.3678,0.3613,0.3967
11:00,0.5277,0.5059,0.1402,0.3133,0,0.6984,0.6891,0.5348
12:00,0.6506,0.3671,0.1428,0.2937,0.0316,0.6377,0.6133,0.766
13:00,0.8004,0.3372,0.1288,0.3436,0.0559,0.6256,0.5996,0.8565
14:00,0.7817,0.3947,0.1201,0.2854,0.0712,0.6642,0.652,0.8086
15:00,0.5547,0.4175,0.137,0.4985,0,0.7331,0.7306,0.845
16:00,0.5421,0.511,0.1227,0.4094,0.1046,0.7687,0.7661,0.8204
17:00,0.6877,0.1214,0.1213,0.2714,0.1828,0.239,0.1972,0.5256
18:00,0.5482,0,0,0.2261,0,0,0,0.3036
19:00,0.0305,0,0,0.0267,0,0,0,0
20:00,0,0,0,0,0,0,0,0
21:00,0,0,0,0,0,0,0,0
22:00,0,0,0,0,0,0,0,0
23:00,0,0,0,0,0,0,0,0
24:00,0,0,0,0,0,0,0,0
