,1,2,3,4,5,6,7,8
1:00,0.796,0.8647,0.2164,0.1389,0.4843,0.7294,0.76,0.4131
2:00,0.7306,0.852,0.1559,0.1441,0.4334,0.7335,0.7626,0.4897
3:00,0.6193,0.8442,0.1177,0.1696,0.5492,0.6507,0.7285,0.4251
4:00,0.5562,0.775,0.0772,0.2,0.6852,0.5065,0.7081,0.3746
5:00,0.4117,0.7348,0.0842,0.1914,0.6857,0.414,0.6817,0.3166
6:00,0.2922,0.7417,0.0846,0.1572,0.6805,0.3581,0.649,0.3086
7:00,0.2384,0.7565,0.0809,0.0957,0.5547,0.3914,0.59,0.3088
8:00,0.2948,0.7391,0.1664,0.0392,0.5257,0.3064,0.6092,0.2434
9:00,0.3532,0.7647,0.3202,0.0091,0.4728,0.2371,0.6449,0.2097
10:00,0.297,0.7777,0.3693,0.0048,0.4663,0.1622,0.5781,0.19
11:00,0.2225,0.8365,0.4782,0.0052,0.643,0.0699,0.5544,0.1788
12:00,0.2836,0.818,0.3051,0.0113,0.5051,0.0783,0.5879,0.1874
13:00,0.3139,0.7865,0.2073,0.0283,0.5449,0.0395,0.5795,0.1148
14:00,0.2417,0.7688,0.1002,0.041,0.4914,0.0207,0.5398,0.092
15:00,0.2738,0.77,0.051,0.0322,0.4498,0.0209,0.4612,0.134
16:00,0.2741,0.7785,0.0795,0.054,0.4712,0.0501,0.3804,0.1248
17:00,0.253,0.7963,0.1039,0.0923,0.4659,0.0888,0.3208,0.1528
18:00,0.2662,0.7399,0.1495,0.1234,0.5154,0.0998,0.3992,0.1743
19:00,0.2832,0.7505,0.2014,0.1408,0.5551,0.1796,0.656,0.1858
20:00,0.3686,0.8031,0.273,0.1761,0.3543,0.1243,0.8232,0.2723
21:00,0.4882,0.8012,0.3298,0.181,0.245,0.0863,0.8813,0.3408
22:00,0.6251,0.8054,0.2489,0.2202,0.4507,0.1025,0.8884,0.4208
23:00,0.6141,0.8001,0.3169,0.1817,0.5654,0.1834,0.8439,0.4064
24:00,0.6046,0.7135,0.3,0.2707,0.4972,0.3734,0.8378,0.501
