,1,2,3,4,5,6,7,8
1:00,0.5514,0.5255,0.1384,0.1473,0.3234,0.2587,0.3661,0.2877
2:00,0.4616,0.5283,0.1998,0.1252,0.252,0.2619,0.3673,0.2799
3:00,0.329,0.5594,0.2546,0.1418,0.218,0.2608,0.3672,0.1954
4:00,0.375,0.5393,0.2322,0.1169,0.2329,0.2087,0.334,0.1617
5:00,0.3417,0.5495,0.2437,0.0828,0.2127,0.1864,0.2602,0.135
6:00,0.2693,0.5795,0.2808,0.078,0.2973,0.1352,0.2067,0.1146
7:00,0.3063,0.5287,0.283,0.0965,0.3307,0.1296,0.1587,0.1001
8:00,0.3952,0.5495,0.324,0.082,0.3594,0.1392,0.1443,0.1253
9:00,0.4496,0.558,0.3681,0.0652,0.3868,0.135,0.1304,0.1452
10:00,0.5428,0.4086,0.3323,0.0119,0.2691,0.1887,0.1464,0.1051
11:00,0.6478,0.4118,0.2311,0.0676,0.3949,0.0465,0.0232,0.0839
12:00,0.6524,0.5589,0.1923,0.0423,0.5579,0.0364,0.0694,0.0639
13:00,0.7029,0.5878,0.2487,0.0283,0.5545,0.0499,0.0649,0.0557
14:00,0.7574,0.5184,0.1712,0.0298,0.6059,0.0589,0.0978,0.0703
15:00,0.8063,0.4774,0.1211,0.0844,0.6823,0.0483,0.1266,0.0955
16:00,0.7993,0.4497,0.2013,0.0965,0.6103,0.0787,0.1597,0.1549
17:00,0.7726,0.4147,0.2056,0.1645,0.5675,0.1243,0.2363,0.2132
18:00,0.7877,0.3375,0.2074,0.188,0.6423,0.1087,0.267,0.2516
19:00,0.8172,0.3719,0.2142,0.1764,0.6034,0.0933,0.2135,0.3446
20:00,0.8332,0.5054,0.2043,0.1511,0.6432,0.1231,0.2575,0.4146
21:00,0.8423,0.6947,0.2071,0.101,0.6804,0.1657,0.2909,0.4682
22:00,0.7723,0.6329,0.3039,0.2015,0.7483,0.2166,0.3611,0.453
23:00,0.6385,0.5844,0.3709,0.2512,0.6352,0.2009,0.3134,0.4098
24:00,0.5704,0.5392,0.3999,0.2065,0.5709,0.1904,0.2746,0.3791
