,1,2,3,4,5,6,7,8
1:00,9790.00,6310.00,7533.00,9304.00,6570.00,6442.00,6454.00,10626.00
2:00,9266.00,6060.00,7268.00,8685.00,6239.00,6189.00,6167.00,10067.00
3:00,8955.00,5911.00,7145.00,8281.00,6092.00,6082.00,6027.00,9662.00
4:00,8722.00,5897.00,7132.00,7957.00,6049.00,6087.00,5997.00,9423.00
5:00,8709.00,6077.00,7302.00,7780.00,6230.00,6251.00,6136.00,9323.00
6:00,9029.00,6654.00,7968.00,7799.00,6806.00,6913.00,6748.00,9428.00
7:00,9656.00,7754.00,9241.00,8013.00,8024.00,8095.00,7849.00,9473.00
8:00,9989.00,7886.00,9597.00,8151.00,8558.00,8276.00,8034.00,10215.00
9:00,10487.00,7900.00,9341.00,8756.00,8461.00,8190.00,8086.00,11250.00
10:00,11189.00,8072.00,9278.00,9663.00,8610.00,8301.00,8271.00,12369.00
11:00,11902.00,8260.00,9173.00,10721.00,8799.00,8455.00,8491.00,13356.00
12:00,12588.00,8449.00,8973.00,11618.00,8942.00,8640.00,8645.00,14253.00
13:00,13188.00,8629.00,8749.00,12394.00,8967.00,8850.00,8846.00,14974.00
14:00,13755.00,8807.00,8591.00,12944.00,9004.00,9110.00,9103.00,15455.00
15:00,14166.00,8920.00,8429.00,13327.00,9033.00,9328.00,9231.00,15743.00
16:00,14523.00,8956.00,8324.00,13575.00,9088.00,9420.00,9275.00,15865.00
17:00,14771.00,8912.00,8394.00,13664.00,9162.00,9434.00,9279.00,15757.00
18:00,14659.00,9002.00,8588.00,13508.00,9148.00,9349.00,9130.00,15465.00
19:00,14255.00,9587.00,9121.00,13102.00,9510.00,9763.00,9427.00,14933.00
20:00,13741.00,9504.00,9199.00,12581.00,9760.00,9588.00,9084.00,14520.00
21:00,13297.00,9229.00,9068.00,12372.00,9601.00,9260.00,8759.00,14117.00
22:00,13173.00,8653.00,8764.00,12162.00,9183.00,8650.00,8289.00,13291.00
23:00,12269.00,7874.00,8333.00,11438.00,8379.00,7827.00,7728.00,12291.00
24:00,11063.00,7023.00,7702.00,10556.00,7503.00,7009.00,7100.00,11344.00
