,1,2,3,4,5,6,7,8
1:00,0,0,0,0,0,0,0,0
2:00,0,0,0,0,0,0,0,0
3:00,0,0,0,0,0,0,0,0
4:00,0,0,0,0,0,0,0,0
5:00,0,0,0,0,0,0,0,0
6:00,0,0,0,0,0,0,0,0
7:00,0,0,0,0,0,0,0,0
8:00,0,0,0,0.0425,0,0,0,0.0479
9:00,0.2875,0.035,0,0.2465,0,0.0536,0.0306,0.4356
10:00,0.5554,0.3913,0,0.4768,0.0564,0.4777,0.4289,0.813
11:00,0.563,0.6699,0,0.3993,0.1212,0.7401,0.7514,0.8093
12:00,0.6326,0.5936,0,0.3952,0.1406,0.6886,0.6762,0.8573
13:00,0.7624,0.4941,0.0034,0.5629,0.0758,0.686,0.623,1.0206
14:00,0.8768,0.5904,0,0.2833,0.1577,0.7183,0.6882,0.9998
15:00,0.8166,0.729,0,0.3403,0.4136,0.7769,0.7387,0.9908
16:00,0.79,0.6562,0,0.2401,0.3474,0.806,0.8055,0.948
17:00,0.8768,0.3985,0,0.0723,0.2444,0.476,0.4625,0.693
18:00,0.7594,0,0,0.1229,0,0,0,0.3936
19:00,0.1576,0,0,0,0,0,0,0.1061
20:00,0,0,0,0,0,0,0,0
21:00,0,0,0,0,0,0,0,0
22:00,0,0,0,0,0,0,0,0
23:00,0,0,0,0,0,0,0,0
24:00,0,0,0,0,0,0,0,0
