x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1.0,0.73442432,0.61023279,0.83385896,0.76885515,0.72311228,0.91309826,0.65992319,0.74304646,0.71724012,0.90014167
2.0,0.72611494,0.60378883,0.84473022,0.77234768,0.70325474,0.89169739,0.66100522,0.65930788,0.74656889,0.91005152
3.0,0.76307593,0.57761784,0.83924178,0.76643515,0.68899965,0.85447623,0.63517913,0.62386283,0.76401407,0.88407955
4.0,0.70656309,0.56565081,0.86478578,0.75386,0.67636526,0.84933159,0.65091855,0.60088909,0.74924444,0.86753364
5.0,0.69637975,0.56654955,0.893296,0.74304525,0.68023158,0.84450928,0.63184957,0.54053172,0.73129938,0.86244409
6.0,0.7024537,0.57917189,0.87810904,0.69158424,0.62699333,0.80288116,0.62774841,0.52932747,0.71490543,0.8728653
7.0,0.67321086,0.57416883,0.89648474,0.63840283,0.58853649,0.82045362,0.63452406,0.51404808,0.70132654,0.8580403
8.0,0.56882025,0.52373027,0.89131393,0.63648182,0.57049825,0.80827594,0.63632348,0.50891192,0.64064679,0.8448697
9.0,0.44322938,0.48016072,0.86427452,0.63944202,0.57498211,0.57309188,0.60011101,0.42827535,0.4694816,0.82532197
10.0,0.39279123,0.42087369,0.79373763,0.50802626,0.54386316,0.48387884,0.5742713,0.35896465,0.43108235,0.74502227
11.0,0.37654321,0.32065622,0.68423333,0.37805273,0.43560632,0.43543565,0.44479681,0.35615333,0.41327111,0.66586045
12.0,0.35269481,0.29092505,0.66895126,0.26752525,0.46069579,0.46636957,0.41439681,0.33749798,0.37704753,0.60876909
13.0,0.34077395,0.30031063,0.67008978,0.26132626,0.53547754,0.49915188,0.4538171,0.34721576,0.37869494,0.58937667
14.0,0.37371975,0.32134468,0.68060637,0.28078141,0.52020386,0.5934258,0.45885652,0.34029374,0.39053778,0.58205394
15.0,0.41641123,0.32322036,0.69004622,0.30002202,0.55655123,0.61083565,0.49854261,0.39705293,0.44969247,0.55365485
16.0,0.4630021,0.35756991,0.66537363,0.31985495,0.51450281,0.65361478,0.52803072,0.40397717,0.45109284,0.55632515
17.0,0.52545877,0.40515351,0.65168193,0.33747838,0.5136793,0.70707275,0.53362406,0.42838283,0.52888,0.55346106
18.0,0.60320864,0.44905351,0.67051096,0.37812707,0.51491544,0.73237072,0.55331971,0.42693818,0.54787037,0.53606833
19.0,0.56552926,0.5815164,0.67229289,0.47312545,0.55141649,0.73524406,0.66885507,0.44787677,0.57210111,0.57323682
20.0,0.72142481,0.71066198,0.68111541,0.63590808,0.61234842,0.76377913,0.73742725,0.51951091,0.59672519,0.65121864
21.0,0.76645654,0.7587782,0.74686696,0.66185919,0.66846912,0.74418957,0.77715159,0.58204869,0.67902778,0.67910242
22.0,0.74840556,0.76492793,0.77505304,0.6927703,0.67984456,0.72728667,0.85140087,0.55706444,0.69629395,0.71021924
23.0,0.73654802,0.79830811,0.7973003,0.72281677,0.65605684,0.7097713,0.8156229,0.57447232,0.76452543,0.73028379
24.0,0.73669074,0.80581405,0.84859407,0.73148889,0.61683123,0.78347507,0.82967014,0.65691737,0.76181926,0.69085167
