x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1.0,-0.0,0.81081081,0.66666667,0.0,0.63157895,0.08695652,0.04347826,0.09090909,0.7037037,-0.0
2.0,-0.0,0.81081081,0.68888889,0.0,0.68421053,0.08695652,0.0,0.09090909,0.68518519,-0.0
3.0,-0.0,0.78378378,0.71111111,0.0,0.73684211,0.08695652,0.0,0.09090909,0.72222222,-0.0
4.0,-0.0,0.83783784,0.8,0.0,0.73684211,0.13043478,0.0,0.09090909,0.75925926,-0.0
5.0,-0.0,0.83783784,0.71111111,0.0,0.73684211,0.13043478,0.0,0.12121212,0.7962963,-0.0
6.0,-0.0,0.86486486,0.77777778,0.0,0.73684211,0.13043478,0.0,0.09090909,0.81481481,-0.0
7.0,-0.0,0.89189189,0.73333333,0.0,0.78947368,0.13043478,0.0,0.09090909,0.77777778,-0.0
8.0,-0.0,0.86486486,0.73333333,0.0,0.78947368,0.04347826,0.0,0.09090909,0.74074074,-0.0
9.0,-0.0,0.86486486,0.75555556,0.0,0.73684211,0.04347826,0.0,0.09090909,0.72222222,-0.0
10.0,-0.0,0.91891892,0.75555556,0.0,0.63157895,0.04347826,0.0,0.0,0.75925926,-0.0
11.0,-0.0,0.89189189,0.75555556,0.0,0.68421053,0.04347826,0.0,0.06060606,0.72222222,-0.0
12.0,-0.0,0.78378378,0.37777778,0.0,0.36842105,0.0,0.0,0.03030303,0.72222222,-0.0
13.0,-0.0,0.56756757,0.26666667,0.0,0.31578947,0.0,0.0,0.0,0.5,-0.0
14.0,-0.0,0.16216216,0.06666667,0.0,0.05263158,0.0,0.0,0.0,0.01851852,-0.0
15.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
16.0,0.16666667,-0.0,-0.0,0.27272727,0.0,0.0,0.04347826,0.0,-0.0,0.18181818
17.0,0.35185185,-0.0,-0.0,0.42424242,0.0,0.0,0.04347826,0.0,-0.0,0.25
18.0,0.44444444,-0.0,-0.0,0.60606061,0.0,0.08695652,0.08695652,0.06060606,-0.0,0.27272727
19.0,0.5,-0.0,-0.0,0.72727273,0.0,0.04347826,0.34782609,0.12121212,-0.0,0.52272727
20.0,0.55555556,-0.0,-0.0,0.78787879,0.0,0.04347826,0.39130435,0.09090909,-0.0,0.61363636
21.0,0.61111111,-0.0,-0.0,0.87878788,0.0,0.08695652,0.43478261,0.12121212,-0.0,0.68181818
22.0,0.68518519,-0.0,-0.0,0.90909091,0.0,0.2173913,0.52173913,0.09090909,-0.0,0.70454545
23.0,0.7037037,-0.0,-0.0,0.90909091,0.0,0.2173913,0.47826087,0.12121212,-0.0,0.72727273
24.0,0.74074074,-0.0,-0.0,0.93939394,0.0,0.2173913,0.39130435,0.12121212,-0.0,0.70454545
