x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
7.0,0.00796668,0.00103305,9.516e-5,0.00105601,-0.0,0.01158943,0.00013088,0.00373138,0.007897,0.0
8.0,0.08987075,0.02868596,0.01554177,0.0156297,0.00750811,0.08692938,0.01689897,0.05737515,0.09152415,0.00896778
9.0,0.25973745,0.18268615,0.10704298,0.14477891,0.12298408,0.25312257,0.14325617,0.19165617,0.25112263,0.09389116
10.0,0.42669434,0.36449429,0.25996379,0.29848893,0.27566902,0.42170726,0.33028987,0.34207637,0.41409881,0.23421224
11.0,0.56863906,0.50334369,0.37248662,0.43560541,0.38416105,0.58448905,0.47238216,0.46789966,0.54636901,0.33793199
12.0,0.64536916,0.60111037,0.46863428,0.56536513,0.48689679,0.71266651,0.59150437,0.53170488,0.64417355,0.43492038
13.0,0.71457788,0.64122165,0.53375538,0.60630987,0.53837559,0.75128489,0.66179188,0.55942486,0.68964032,0.48541421
14.0,0.69237701,0.6819977,0.56555625,0.63657553,0.53744755,0.76408379,0.65484608,0.5264487,0.69887821,0.48900932
15.0,0.64098171,0.61000459,0.56184134,0.58733207,0.47598388,0.7018919,0.60721604,0.52971282,0.65897732,0.44947447
16.0,0.54305946,0.49381257,0.43189068,0.4711426,0.4096824,0.6050472,0.51072544,0.46405336,0.53421779,0.39837918
17.0,0.42009238,0.32652754,0.30791042,0.30263308,0.31221999,0.44694791,0.34533483,0.35353053,0.39671347,0.27472549
18.0,0.246275,0.124433,0.12853439,0.10637361,0.10919833,0.26276351,0.13614831,0.19170381,0.23334551,0.1099517
19.0,0.0851206,0.02090621,0.01733486,0.01394149,0.00799104,0.08837302,0.01470734,0.0532426,0.08617293,0.01162449
20.0,0.00842864,0.00065382,0.0,0.00100131,-0.0,0.00630757,-0.0,0.00148595,0.0087032,0.0
21.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
