x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1.0,0.09375,-0.0,-0.0,0.90243902,-0.0,0.67272727,0.02857143,0.90243902,0.68421053,-0.0
2.0,0.125,-0.0,0.03448276,0.85365854,-0.0,0.70909091,0.02857143,0.95121951,0.68421053,-0.0
3.0,0.09375,-0.0,-0.0,0.90243902,-0.0,0.63636364,0.02857143,0.95121951,0.63157895,-0.0
4.0,0.125,-0.0,-0.0,0.87804878,-0.0,0.65454545,0.05714286,0.95121951,0.63157895,-0.0
5.0,0.09375,-0.0,-0.0,0.85365854,-0.0,0.67272727,0.05714286,0.97560976,0.63157895,-0.0
6.0,0.0625,-0.0,-0.0,0.82926829,-0.0,0.74545455,0.02857143,0.92682927,0.63157895,-0.0
7.0,0.0625,-0.0,-0.0,0.85365854,-0.0,0.72727273,0.02857143,0.97560976,0.63157895,-0.0
8.0,0.09375,-0.0,-0.0,0.80487805,-0.0,0.70909091,0.02857143,1.0,0.68421053,-0.0
9.0,0.15625,-0.0,-0.0,0.80487805,-0.0,0.67272727,0.02857143,1.0,0.68421053,-0.0
10.0,0.125,-0.0,-0.0,0.70731707,-0.0,0.65454545,0.05714286,0.95121951,0.63157895,-0.0
11.0,0.0625,-0.0,-0.0,0.53658537,-0.0,0.6,-0.0,0.90243902,0.42105263,-0.0
12.0,-0.0,-0.0,-0.0,0.3902439,-0.0,0.63636364,-0.0,0.65853659,0.31578947,-0.0
13.0,-0.0,-0.0,-0.0,0.31707317,-0.0,0.34545455,-0.0,0.48780488,0.21052632,-0.0
14.0,-0.0,-0.0,-0.0,0.17073171,-0.0,-0.0,-0.0,0.17073171,0.05263158,-0.0
15.0,-0.0,0.15625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.05
16.0,-0.0,0.40625,-0.0,-0.0,0.28799279,-0.0,0.05714286,-0.0,0.0,0.275
17.0,0.03125,0.45895115,-0.0,-0.0,0.48780488,-0.0,0.14285714,-0.0,0.0,0.325
18.0,0.03125,0.5625,0.06896552,-0.0,0.51219512,-0.0,0.25714286,-0.0,0.0,0.45
19.0,0.0625,0.84375,0.31034483,-0.0,0.51219512,-0.0,0.25714286,-0.0,0.0,0.7
20.0,0.0625,0.875,0.37931034,-0.0,0.56097561,-0.0,0.25714286,-0.0,0.0,0.725
21.0,0.0625,0.90625,0.4137931,-0.0,0.58536585,-0.0,0.25714286,-0.0,0.0,0.75
22.0,0.03125,0.9375,0.5862069,-0.0,0.68292683,-0.0,0.28571429,-0.0,0.0,0.75
23.0,0.03125,0.9375,0.5862069,-0.0,0.68292683,-0.0,0.34285714,-0.0,0.0,0.775
24.0,0.03125,0.96875,0.55172414,-0.0,0.68292683,-0.0,0.34285714,-0.0,0.0,0.775
