x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
7.0,0.00101348,-0.0,-0.0,-0.0,0.00209486,0.00321902,0.00373605,0.00025581,-0.0,-0.0
8.0,0.02807805,0.00395846,0.00609082,0.00779439,0.05404373,0.05886798,0.06181935,0.01009094,0.00437189,0.00416766
9.0,0.15412642,0.09062066,0.06650322,0.08663871,0.2086251,0.21877045,0.22828558,0.12150064,0.07689783,0.07435271
10.0,0.32031171,0.27658687,0.24673667,0.27978418,0.40357124,0.39125719,0.41604182,0.29782102,0.29218363,0.25359497
11.0,0.44030132,0.48144195,0.41931505,0.47794129,0.55284009,0.55114594,0.58976481,0.46925121,0.49518709,0.44402585
12.0,0.57131507,0.61115152,0.56266082,0.62818422,0.65670483,0.66703908,0.70498524,0.598086,0.61905139,0.60805166
13.0,0.64689434,0.69484525,0.62456948,0.68545886,0.72966884,0.72254239,0.74384914,0.65401894,0.67860409,0.6712153
14.0,0.66884573,0.67618295,0.63591303,0.69590877,0.70675697,0.72830118,0.77436663,0.67140952,0.68474061,0.67144747
15.0,0.66887013,0.64783696,0.61850898,0.65457305,0.67307128,0.67440625,0.72892387,0.62836358,0.64705472,0.61705608
16.0,0.56952341,0.53479003,0.54472542,0.56456639,0.6112364,0.58942881,0.64911567,0.54153493,0.57280781,0.5182223
17.0,0.48153871,0.37435019,0.38777678,0.40392594,0.50231421,0.49634387,0.49598589,0.38825902,0.42934859,0.38406737
18.0,0.30565517,0.16557317,0.21553438,0.21114832,0.34271062,0.32337071,0.32464298,0.19483702,0.23993981,0.19795184
19.0,0.12040158,0.01698983,0.04258222,0.04017386,0.15940916,0.15380146,0.13742026,0.04327745,0.04370964,0.03828647
20.0,0.00995482,1.009e-5,0.0009426,0.00175712,0.02625405,0.02777416,0.02168599,0.00330507,0.00121072,0.00126165
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
