x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
9891.76193358,9922.79441507,10042.75317273,9753.9390292,11883.26043592,12739.25579206,9830.44133498,9853.95169417,12848.07291499,9636.00000501
9418.33044995,9422.17834118,9543.64375908,9254.67282922,11218.69406601,12056.35689724,9325.46170149,9378.21460689,12151.03395654,9068.01498735
9131.00373049,9115.15755384,9227.24565254,8942.07153764,10766.0530638,11596.80207612,9030.25809655,9100.20217316,11657.98812962,8757.28294158
8986.35360899,8958.63918013,9057.67511734,8749.45946505,10490.77835679,11332.67168224,8874.68743649,8958.6777855,11374.4182597,8568.02932926
8999.20631621,8982.68910281,9096.26757307,8679.38738179,10447.4507511,11322.39528428,8878.5537689,8978.46673378,11345.62914718,8521.02883044
9261.29336137,9302.14694728,9502.12833874,8828.27061383,10790.06367615,11689.75063461,9158.79000108,9275.30884318,11676.48143272,8684.88737661
9843.50355656,9944.99248131,10206.97194195,9312.54901951,11288.25313392,12166.98319061,9760.49829162,9929.07477699,12114.51861479,9194.23604898
10407.30924011,10475.60865664,10526.92310156,9905.64071708,11476.43467379,12368.73823359,10259.34090764,10536.59507047,12303.69549004,9922.39913049
10596.85506014,10722.57639909,10802.24155897,10111.97550115,12200.37158797,13118.55778937,10444.79571318,10738.95820156,13063.38966249,10267.40728295
10874.63495221,11092.32542253,11304.90948986,10411.56861874,13203.26085564,14190.2427739,10766.95997385,10992.42026798,14162.16761537,10501.50312998
11244.37372216,11585.41850203,11852.74848883,10849.19688113,14221.926015,15293.33444852,11144.20015547,11319.87494275,15297.48699817,10740.87532229
11551.26250736,12026.41093471,12308.83721006,11222.16958677,15105.29117201,16249.33042624,11475.9895232,11577.61983774,16301.85289839,10879.93186446
11775.00305463,12360.1629012,12683.29106781,11447.77881129,15811.10801649,16993.32692418,11727.52679581,11746.75998441,17077.95518265,10870.12451236
11948.21930368,12664.47539756,13064.25319165,11567.54322762,16394.50017664,17632.69081192,11934.73531011,11849.41119267,17738.34872189,10739.65977999
12111.18048962,12906.86850656,13372.78948279,11663.94050562,16785.69646459,18092.12456911,12116.51588611,11898.4277216,18244.1512553,10620.1553934
12188.81916594,13032.66815431,13615.68681562,11682.80834767,17041.38157866,18434.52385153,12237.72117992,11905.01890015,18568.55118117,10509.55033673
12185.43417353,13044.95112664,13712.71856147,11674.24412132,17059.69057235,18534.62577458,12275.22906849,11884.88617623,18636.5055767,10453.16377313
12063.22668815,12873.24461803,13562.52887366,11589.18310557,16762.1474899,18297.69497995,12163.5360107,11774.50788948,18393.10994247,10464.1913552
12074.45708438,12660.46824241,13171.09369333,11595.56309374,16063.24487834,17660.18605818,12122.71421495,11820.81059701,17740.37127981,10830.82223424
12322.17649106,12737.66255035,12988.5744458,11844.73413479,15390.86586037,17021.42305187,12279.26418358,12103.88185792,17079.96512169,11465.21587577
12182.61357124,12659.94236635,12997.51247099,11858.83333819,15171.04496302,16687.16522195,12184.36837159,11976.12110045,16744.57478292,11509.98333201
11816.31848066,12267.90634851,12532.31430752,11591.22422532,14634.81265238,16080.78243238,11816.35580938,11622.52138945,16157.76740706,11353.57346117
11249.41691561,11624.43156607,11724.44836273,11100.47880742,13702.48265704,15012.65468583,11205.07164183,11042.33412103,15099.34904855,11000.98553354
10515.56850695,10837.71908124,10793.34622304,10374.5179235,12675.34208463,13865.13673056,10434.84274365,10312.3946193,13957.38950361,10464.55293462
