x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1.0,0.13258167,0.22113833,0.48934667,0.36319171,0.15105285,0.23139042,0.35796781,0.25302862,0.7666593,0.38780867
2.0,0.15551812,0.20727354,0.51892322,0.3378174,0.16165431,0.21498727,0.32569562,0.23011366,0.77644316,0.3876945
3.0,0.15088042,0.197075,0.56251264,0.34789659,0.15524699,0.17470376,0.30855543,0.2145665,0.82372632,0.363986
4.0,0.13066833,0.19533229,0.55668092,0.31564146,0.14524829,0.15083758,0.28030876,0.19439935,0.83211228,0.38352667
5.0,0.11271729,0.164135,0.52109172,0.28716634,0.11863138,0.1451823,0.26980495,0.18817528,0.83877544,0.38116183
6.0,0.09407833,0.15184688,0.50744667,0.27482293,0.09281024,0.12743333,0.26959333,0.15520423,0.84435649,0.40712317
7.0,0.07741271,0.13348625,0.53713977,0.27370959,0.08966407,0.12996788,0.23676743,0.1439922,0.83696456,0.40029133
8.0,0.07648937,0.12760271,0.53017586,0.26203106,0.07188813,0.10968255,0.19998781,0.1257561,0.84266351,0.37057217
9.0,0.07043521,0.09032688,0.42135356,0.23459659,0.07476585,0.12429491,0.20108267,0.09940228,0.82368421,0.34298233
10.0,0.07676104,0.03774854,0.3492669,0.20452553,0.07825268,0.08473091,0.23034648,0.06033561,0.78888877,0.33678983
11.0,0.08752479,0.03958104,0.31004276,0.20884943,0.07335301,0.11578242,0.23621029,0.04587171,0.75752175,0.35271533
12.0,0.09564292,0.04012521,0.31388529,0.2387439,0.09310309,0.08932364,0.25044476,0.05642407,0.75115404,0.39230783
13.0,0.14630312,0.03155104,0.31114023,0.27904797,0.11417382,0.12520509,0.31768724,0.09646683,0.77264667,0.461171
14.0,0.16505438,0.06088375,0.28003862,0.38012618,0.11313008,0.10623661,0.39588152,0.10634244,0.80864351,0.522038
15.0,0.18428333,0.07165792,0.24725793,0.41797041,0.15340358,0.17661976,0.45334343,0.1328187,0.77740491,0.5663015
16.0,0.27137083,0.10545708,0.27034989,0.49589171,0.1664478,0.23981152,0.59747524,0.15264341,0.76847895,0.58399717
17.0,0.26287479,0.11280771,0.23329954,0.53177252,0.22599789,0.32661479,0.63547238,0.15921805,0.77250877,0.60477967
18.0,0.28395958,0.09886062,0.21628575,0.53415252,0.29796163,0.36025588,0.64655924,0.19475984,0.74986035,0.63942417
19.0,0.32273438,0.12331604,0.25763678,0.49935041,0.36182634,0.40927164,0.63648495,0.17953301,0.74219298,0.6849155
20.0,0.30294042,0.12551583,0.25895057,0.43153512,0.38258797,0.46225903,0.62242267,0.2127026,0.7728593,0.648812
21.0,0.28539792,0.13667354,0.30947885,0.41000537,0.36956878,0.42669297,0.59382743,0.17981561,0.71933018,0.64207767
22.0,0.20990833,0.14305,0.29317816,0.38028,0.32422618,0.37967018,0.53451638,0.17780211,0.66812281,0.59935417
23.0,0.17637229,0.17522333,0.28623563,0.36573528,0.26120276,0.29535394,0.48984381,0.19018602,0.70906807,0.57146867
24.0,0.15465667,0.18646312,0.29343471,0.38081415,0.22093772,0.24912424,0.42120629,0.20162959,0.65417018,0.57909133
