x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1.0,0.79045479,0.77067771,0.66385747,0.83661967,0.66561171,0.72238121,0.89262533,0.64777106,0.72311228,0.89598917
2.0,0.70282583,0.78208896,0.66228529,0.84730862,0.6644135,0.75117673,0.86292495,0.64244358,0.70325474,0.90789
3.0,0.6786625,0.79317312,0.62293678,0.83994439,0.69541528,0.76830473,0.84629238,0.61833805,0.68899965,0.8824875
4.0,0.65753708,0.79958604,0.61877011,0.86496683,0.63304862,0.75380364,0.82375238,0.60721333,0.67636526,0.86662033
5.0,0.60229958,0.78425646,0.59200851,0.89491837,0.64416423,0.73654848,0.80119352,0.60395935,0.68023158,0.8640615
6.0,0.58463958,0.75439062,0.57337057,0.88267935,0.64162927,0.72299806,0.776836,0.60766862,0.62699333,0.88100917
7.0,0.56745167,0.70244833,0.57638805,0.90135902,0.58520016,0.70772667,0.81202095,0.60204081,0.58853649,0.86824667
8.0,0.54455312,0.69622417,0.57903218,0.89392049,0.48595415,0.653876,0.76395238,0.55714813,0.57049825,0.859504
9.0,0.43128646,0.69491375,0.56360897,0.85802488,0.36962374,0.49169006,0.55168819,0.52437268,0.57673649,0.84689717
10.0,0.36390938,0.54443792,0.52048506,0.81021268,0.34893512,0.45327794,0.43836152,0.43894829,0.56324491,0.77961283
11.0,0.3711525,0.40244333,0.41803126,0.70148537,0.33195366,0.43759503,0.3989699,0.33887512,0.43946596,0.6957225
12.0,0.35314312,0.28316438,0.41251954,0.68930813,0.30448081,0.39928533,0.42107905,0.30582276,0.45157298,0.628706
13.0,0.38912333,0.28273208,0.43016851,0.697,0.27978553,0.38778073,0.46818952,0.30931382,0.5113,0.60225167
14.0,0.401645,0.29098208,0.41811011,0.71033317,0.31365382,0.39539745,0.55889619,0.3266678,0.48383825,0.59529767
15.0,0.46553833,0.32281958,0.42781517,0.71466911,0.34905659,0.45618291,0.59003295,0.33438537,0.51392596,0.569321
16.0,0.48325792,0.33356479,0.44685057,0.68938813,0.39744407,0.45610327,0.63733105,0.36342244,0.47094281,0.5738395
17.0,0.51553104,0.32650312,0.44543816,0.66346439,0.46266813,0.53308218,0.7072221,0.4169348,0.46953509,0.576257
18.0,0.51132292,0.35964604,0.46224184,0.68507057,0.53361171,0.55000145,0.76255886,0.45609951,0.4697186,0.56620767
19.0,0.54441938,0.46537188,0.53408092,0.6867252,0.51943496,0.57515382,0.71509924,0.57512732,0.50677404,0.611573
20.0,0.618885,0.62277438,0.59289333,0.68808033,0.68358455,0.60175442,0.77964533,0.70032667,0.58140947,0.694002
21.0,0.67952333,0.66821625,0.62971816,0.75573496,0.72986715,0.68486364,0.74682552,0.74874813,0.66320596,0.72390067
22.0,0.64932917,0.699125,0.68944759,0.7891878,0.70007886,0.70181588,0.74098133,0.75178098,0.67949368,0.761062
23.0,0.66590729,0.72040479,0.66419908,0.79009821,0.68991886,0.75502945,0.75360229,0.80541187,0.65570596,0.78196483
24.0,0.74773521,0.73113833,0.67436897,0.84162764,0.6894078,0.75429818,0.80078133,0.81695415,0.61683123,0.739416
