x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
-0.0,0.72727273,0.04878049,0.04,0.05,-0.0,0.64705882,-0.0,0.63636364,0.78571429
-0.0,0.66666667,0.04878049,-0.0,0.1,-0.0,0.64705882,-0.0,0.70909091,0.85714286
-0.0,0.60606061,0.02439024,-0.0,0.1,-0.0,0.66666667,-0.0,0.61818182,0.78571429
-0.0,0.60606061,0.02439024,-0.0,0.1,-0.0,0.68627451,-0.0,0.67272727,0.78571429
-0.0,0.63636364,-0.0,-0.0,0.1,-0.0,0.66666667,-0.0,0.65454545,0.85714286
-0.0,0.75757576,0.02439024,-0.0,0.1,-0.0,0.62745098,-0.0,0.61818182,0.71428571
-0.0,0.72727273,0.02439024,-0.0,0.05,-0.0,0.64705882,-0.0,0.65454545,0.71428571
-0.0,0.72727273,0.04878049,0.04,-0.0,-0.0,0.58823529,-0.0,0.65454545,0.71428571
-0.0,0.63636364,0.04878049,0.04,-0.0,-0.0,0.62745098,-0.0,0.63636364,0.71428571
-0.0,0.63636364,0.04878049,0.04,-0.0,-0.0,0.66666667,-0.0,0.69090909,0.64285714
-0.0,0.45454545,0.02439024,-0.0,0.05,-0.0,0.54901961,-0.0,0.67272727,0.28571429
-0.0,0.3030303,-0.0,-0.0,0.05,-0.0,0.41176471,-0.0,0.54545455,0.21428571
-0.0,0.18181818,-0.0,-0.0,-0.0,-0.0,0.25490196,-0.0,0.25454545,0.14285714
-0.0,0.03030303,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
0.2,-0.0,-0.0,-0.0,-0.0,0.01785714,-0.0,0.075,-0.0,0.0
0.4,-0.0,-0.0,0.24,-0.0,0.26785714,-0.0,0.375,-0.0,0.0
0.43333333,-0.0,-0.0,0.24,-0.0,0.57142857,-0.0,0.475,-0.0,0.0
0.53333333,-0.0,0.02439024,0.28,-0.0,0.60714286,-0.0,0.6,-0.0,0.0
0.6,-0.0,0.07317073,0.44,-0.0,0.67857143,-0.0,0.75,-0.0,0.0
0.7,-0.0,0.09756098,0.6,0.05,0.69642857,-0.0,0.775,-0.0,0.0
0.76666667,-0.0,0.07317073,0.6,0.05,0.69642857,-0.0,0.8,-0.0,0.0
0.8,-0.0,0.12195122,0.6,0.1,0.67857143,-0.0,0.775,-0.0,0.0
0.73333333,-0.0,0.09756098,0.56,0.1,0.625,-0.0,0.775,-0.0,0.0
0.73333333,-0.0,0.07317073,0.56,0.15,0.625,-0.0,0.775,-0.0,0.0
