x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
1.0,11988.088898,13119.17033154,12870.02597368,12772.79418757,17068.70833183,17116.77853948,15257.24701475,12592.94395963,12693.46503373,12232.48476766
2.0,11273.2668841,12482.96850315,12321.75410823,12075.90613944,15956.59355463,16011.27836179,14277.70205069,11940.87797081,12128.31700615,11515.85931384
3.0,10834.16705463,12167.03296166,12056.02081864,11690.90929476,15163.35287856,15224.40923665,13609.80722865,11597.12078282,11838.24941207,11109.00240735
4.0,10619.28661189,12066.3245314,11980.72868168,11526.02388384,14649.10948255,14709.74323456,13190.95415929,11464.0627495,11754.75237109,10910.09964481
5.0,10672.42150125,12188.22226468,12122.92950787,11592.08627244,14474.51951387,14534.45261819,13084.20916441,11566.4133013,11868.49588401,10911.81852986
6.0,11269.47425633,12719.49129944,12608.24211571,12051.50962317,14791.99754291,14875.18354129,13536.41118596,12075.07197633,12279.84037786,11241.7151405
7.0,12556.69473148,13916.07163087,13699.06067849,13151.76009776,15497.91095572,15593.89481375,14467.65529205,13190.02605037,13209.63212939,12086.19264601
8.0,13284.81571759,15265.5586322,15148.38252517,14397.87527578,16000.33535002,16066.80587905,15031.51540039,14294.56874112,14472.57712055,13127.75605318
9.0,13640.15137933,15691.90748459,15735.67503697,14869.85826133,17038.52781712,17012.69119601,15727.04739059,14707.89657406,15225.49117965,13650.29536102
10.0,14177.35035949,15614.04870466,15677.02515552,14955.37412937,18518.28418834,18401.95470421,16772.26483188,14876.53193858,15554.30749842,13936.03732211
11.0,14777.09777471,15535.36511078,15553.48320071,15143.21189768,20221.99274784,19999.56724861,17995.25012727,15040.55847422,15788.18671942,14212.73083563
12.0,15281.48821996,15424.14047802,15338.03373331,15274.7553642,21866.0103879,21534.0242843,19174.54566297,15119.59930939,15874.20101814,14369.37805218
13.0,15729.85022943,15248.60626668,15010.89622512,15315.23271044,23375.10288741,22911.4737894,20277.07990645,15149.38697758,15760.51771593,14434.31702505
14.0,16193.41546084,15106.66942117,14698.73735146,15342.72829678,24724.97373634,24149.1935046,21360.35938522,15227.53079266,15569.81108014,14468.23196815
15.0,16553.98307351,15000.85923052,14445.68621381,15358.76159718,25687.0631978,25063.42955728,22261.43791841,15330.99608668,15379.14549642,14491.18730238
16.0,16847.89512229,14883.2808942,14222.28007566,15311.36736613,26274.09291332,25661.89897098,22958.41781636,15403.87503983,15157.24144015,14453.4999413
17.0,17080.69814108,14821.20820107,14112.52491384,15278.73124643,26506.26885225,25865.89897624,23373.91657789,15466.8905203,15045.76594345,14452.10524269
18.0,17066.93894381,14787.9028415,14177.17508015,15253.22711258,26309.4279989,25625.14378658,23283.86503468,15482.18996498,15105.04283686,14493.11806176
19.0,16729.14232087,15116.22647033,14623.71803656,15438.39210109,25631.64925102,24897.83515006,22607.12168969,15621.23282338,15580.2789371,14797.45955291
20.0,16330.53656108,15731.9389943,15437.51994318,15869.84943905,24465.10517514,23808.0883433,21648.64963947,15912.48813318,16387.06724815,15381.68085731
21.0,16415.69875273,15677.87181871,15644.55042114,15875.88480545,23526.00074845,22943.79681044,21048.1499008,15824.33709442,16541.91320665,15441.99033291
22.0,15856.05339086,15313.04018533,15433.46415385,15487.14816667,22546.46781129,22042.835907,20310.78877798,15391.43903275,16357.00939209,15122.97438725
23.0,14594.93663866,14590.73548244,14801.65894328,14673.34720626,20761.8799415,20311.89967238,18733.43568453,14507.99642086,15836.25590312,14445.1431083
24.0,13109.63773409,13546.20218913,13819.21124391,13529.51191707,18859.57992063,18441.08765526,16993.79408444,13350.45017623,14916.02406534,13436.67229755
