x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,0.00212931,-0.0,0.00264123,-0.0,-0.0,0.00076314,-0.0,0.00255476,-0.0
8.0,0.07070979,0.01259777,0.06787066,0.00874343,0.01237478,0.03450275,0.02125494,0.07080539,0.0059282
9.0,0.21748613,0.12039511,0.23050041,0.08958496,0.10949111,0.15763584,0.16349078,0.21923369,0.07659126
10.0,0.38720376,0.2923727,0.4038383,0.2326348,0.2583748,0.29980678,0.29325529,0.4114485,0.24851288
11.0,0.53560438,0.44110282,0.55429945,0.30675106,0.37340195,0.47094863,0.43934453,0.55884166,0.39213995
12.0,0.6413256,0.55773553,0.65384561,0.41308475,0.48439851,0.57852747,0.5752395,0.67925727,0.49291886
13.0,0.70685436,0.59125496,0.70564012,0.49190669,0.49907594,0.61634841,0.62885979,0.72251883,0.51598992
14.0,0.70567612,0.61686723,0.72460822,0.53468394,0.53357036,0.62618309,0.63840995,0.71739223,0.53634727
15.0,0.67219317,0.5660909,0.68404963,0.48058196,0.54450472,0.58442903,0.60219839,0.6779985,0.52702747
16.0,0.58286782,0.46661196,0.5876371,0.42401686,0.46569996,0.50873593,0.49372278,0.56442732,0.42328808
17.0,0.44188045,0.28612302,0.43542518,0.29338712,0.33739524,0.39163945,0.34388731,0.40796805,0.32758589
18.0,0.26499978,0.13730996,0.26645193,0.14115359,0.15344087,0.2273544,0.16234449,0.26548622,0.12243013
19.0,0.09547993,0.01365403,0.09405944,0.01580139,0.02301157,0.06193572,0.02795479,0.09041284,0.01539973
20.0,0.00889969,-0.0,0.00915306,-0.0,2.949e-5,0.00125281,0.00054423,0.00584152,-0.0
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
