x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
7.0,0.00823165,6.544e-5,0.00828697,0.0,8.565e-5,0.00315732,0.00119447,0.01049077,-0.0
8.0,0.08936234,0.01479499,0.09261109,0.00765973,0.0161423,0.0485482,0.03087545,0.08418311,0.00750811
9.0,0.25353945,0.15636039,0.25246551,0.08401764,0.11372701,0.1782854,0.18510691,0.25621561,0.12298408
10.0,0.41614863,0.32786521,0.41479557,0.22061561,0.27818017,0.32872216,0.36133138,0.43078517,0.27566902
11.0,0.55187731,0.47128639,0.54774278,0.33133871,0.3871336,0.45175453,0.51243728,0.59109849,0.38416105
12.0,0.63546088,0.60100741,0.64808701,0.42428956,0.47997799,0.52080325,0.6130208,0.71320922,0.48689679
13.0,0.71354877,0.63003454,0.69428053,0.49317473,0.54527497,0.56181945,0.64719999,0.72593453,0.53837559
14.0,0.69066385,0.65893781,0.70426447,0.47912443,0.58609084,0.52744532,0.67346015,0.76670564,0.53744755
15.0,0.64271798,0.60009113,0.66326746,0.4416606,0.55963747,0.53964499,0.61335905,0.70405674,0.47598388
16.0,0.54238872,0.48395749,0.53716127,0.39805324,0.43290958,0.46973895,0.49457249,0.61079749,0.4096824
17.0,0.41895741,0.30529863,0.3966231,0.27229333,0.30572434,0.36271173,0.32815645,0.4566532,0.31221999
18.0,0.24569588,0.10409986,0.23638835,0.10709417,0.12204217,0.19048922,0.12956503,0.26484996,0.10919833
19.0,0.08654867,0.00969564,0.08853105,0.01007208,0.01485221,0.04754014,0.02386204,0.08380054,0.00799104
20.0,0.00830409,0.0,0.00914769,0.0,0.0,0.00125734,0.00075598,0.00587325,-0.0
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
