x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,0.1740725,0.31364406,0.2279337,0.38289881,0.3228296,0.2276747,0.28017229,0.45242174,0.73515895
2.0,0.15817964,0.32833217,0.21105661,0.38428237,0.30270667,0.23924291,0.24770625,0.4603713,0.74799193
3.0,0.15834571,0.34003087,0.17254994,0.38243126,0.31156733,0.22107932,0.22380167,0.4230942,0.79948561
4.0,0.13866726,0.33382855,0.15028315,0.40117052,0.282806,0.20446376,0.20030333,0.40759043,0.80854175
5.0,0.1222719,0.30001087,0.1451823,0.4013197,0.2627348,0.17621709,0.18762833,0.37615449,0.81990667
6.0,0.10013738,0.28196188,0.12743333,0.42426089,0.24757093,0.15959009,0.15326271,0.38270725,0.83191825
7.0,0.0905981,0.2750887,0.12996788,0.42044948,0.2505648,0.1572159,0.12994083,0.35773942,0.8228993
8.0,0.0738225,0.26572478,0.10968255,0.400644,0.2324052,0.15167778,0.12283917,0.29418551,0.84034772
9.0,0.07217738,0.19842971,0.12429491,0.3625923,0.2100376,0.12813966,0.08602021,0.30846029,0.82617193
10.0,0.07575702,0.13429681,0.08473091,0.35341704,0.17434947,0.11791624,0.04719021,0.36373536,0.78248947
11.0,0.07038726,0.13259855,0.11578242,0.35418119,0.17140227,0.11340735,0.03125375,0.38231072,0.76383754
12.0,0.0855869,0.13016029,0.08932364,0.40299052,0.1957172,0.10633658,0.04425083,0.41567043,0.75115404
13.0,0.10726429,0.11876667,0.12520509,0.47082578,0.23139373,0.14151333,0.08895062,0.50544232,0.78001509
14.0,0.14489083,0.13041246,0.10623661,0.51528741,0.3214044,0.15522974,0.09213521,0.52719246,0.81776632
15.0,0.19376286,0.13504942,0.17800388,0.53691259,0.36188307,0.15958376,0.11067292,0.59008435,0.77845754
16.0,0.2373256,0.15446406,0.23635479,0.5697237,0.44330027,0.2436159,0.11297021,0.71131971,0.77374211
17.0,0.29993012,0.15398928,0.31879467,0.57081659,0.46598773,0.23843949,0.13970792,0.71788522,0.77777193
18.0,0.34778869,0.13749739,0.3574423,0.59564726,0.48526827,0.25579248,0.152975,0.74286783,0.7582814
19.0,0.39694464,0.16479319,0.40992339,0.63655407,0.45146707,0.29724701,0.14231479,0.72598029,0.75166667
20.0,0.41144655,0.1693642,0.46465855,0.60793185,0.39846693,0.28128547,0.18145583,0.68883594,0.78303474
21.0,0.38968845,0.18333507,0.42761103,0.59837467,0.38022813,0.30464496,0.14177958,0.67183217,0.72818561
22.0,0.34807107,0.17827522,0.37967018,0.56596444,0.347564,0.24335282,0.14909667,0.59504145,0.67689474
23.0,0.2841769,0.19413101,0.29535394,0.53830741,0.33630867,0.2160306,0.15950021,0.58600841,0.71784
24.0,0.2470556,0.19314087,0.25241152,0.54487733,0.36294787,0.21316256,0.15048292,0.48613855,0.67483895
