x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,0.42197787,0.68752061,0.46793667,0.81025939,0.46986517,0.4656451,0.66348687,0.49138071,0.47219008
2.0,0.4021044,0.65211833,0.46190928,0.79645,0.3872005,0.45844039,0.61604788,0.43042762,0.35474016
3.0,0.34368496,0.65207424,0.44326652,0.83018727,0.364833,0.41962471,0.54389455,0.35271726,0.29901643
4.0,0.29912383,0.63356818,0.40794319,0.77999212,0.31584633,0.37828725,0.49301556,0.29375571,0.23868791
5.0,0.26287603,0.52645394,0.38936232,0.77183879,0.28833217,0.38790647,0.45056283,0.25591119,0.18539845
6.0,0.22725759,0.53345833,0.38863725,0.80376182,0.27524383,0.37315176,0.40567131,0.2046269,0.16439597
7.0,0.19119716,0.51236864,0.38338754,0.74658455,0.2659385,0.35541098,0.32503556,0.19846786,0.1551369
8.0,0.20272099,0.4785703,0.35967232,0.70655879,0.22229783,0.37033745,0.24372141,0.11621655,0.07438217
9.0,0.17362028,0.46277682,0.28349464,0.71658909,0.194259,0.31799098,0.23900586,0.10728036,0.06650605
10.0,0.14235631,0.44516909,0.20413841,0.77347424,0.13975267,0.23449196,0.25650949,0.10813024,0.08111287
11.0,0.10631461,0.46262697,0.16358319,0.78492485,0.14249967,0.18110255,0.27060626,0.12411774,0.08248667
12.0,0.13899262,0.50469848,0.13673174,0.84526485,0.142667,0.16442392,0.30406727,0.12872798,0.09224093
13.0,0.17109773,0.54173303,0.11753913,0.82440242,0.16019833,0.16911647,0.33910141,0.11852976,0.08919364
14.0,0.22142227,0.59303621,0.10996203,0.80846788,0.1886845,0.18090235,0.3800503,0.15583964,0.08626031
15.0,0.23984738,0.55446727,0.12048145,0.79850121,0.22197017,0.16006745,0.42050788,0.15446393,0.11285643
16.0,0.28567801,0.57030106,0.11717565,0.85193485,0.276143,0.16042941,0.42405677,0.21867167,0.15575054
17.0,0.29339617,0.56203788,0.13352,0.85013333,0.26305133,0.17523588,0.5289499,0.27029774,0.21433814
18.0,0.33970043,0.56453773,0.15524145,0.81079576,0.26303083,0.15781529,0.62490687,0.29905488,0.23983814
19.0,0.40994071,0.60028864,0.22050435,0.78194788,0.3153695,0.18736078,0.72869253,0.39061381,0.25714899
20.0,0.52059702,0.64491803,0.32512855,0.81210758,0.35589517,0.28149569,0.83838828,0.46357893,0.37354605
21.0,0.62419844,0.69271773,0.32288319,0.84055545,0.50576783,0.35784216,0.90350343,0.58583774,0.48297922
22.0,0.65964085,0.68357636,0.3256013,0.80285455,0.59185333,0.36442431,0.87642162,0.6518644,0.61631411
23.0,0.71347489,0.7303847,0.37414333,0.77070212,0.57703167,0.40461176,0.8100097,0.66742964,0.5896014
24.0,0.65680496,0.67644515,0.33431493,0.74964485,0.56284483,0.39893,0.74147172,0.57704679,0.54934915
