x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
7.0,0.00825539,0.0001198,0.00918415,2.137e-5,4.036e-5,0.00303872,0.00101102,0.01123718,0.0
8.0,0.09854383,0.02644144,0.10142964,0.01988672,0.01991121,0.0537401,0.04143668,0.11294979,0.01305077
9.0,0.25742718,0.18764582,0.28232491,0.12207466,0.13343928,0.18313579,0.19316647,0.28544395,0.16173488
10.0,0.42877262,0.3467149,0.42540246,0.26766828,0.26227517,0.33993038,0.38136928,0.44231181,0.33530697
11.0,0.54244149,0.49252039,0.56063116,0.38160718,0.38774573,0.44732068,0.54922822,0.58925124,0.4935939
12.0,0.61823288,0.56757927,0.61192528,0.43277627,0.45927638,0.48518914,0.61393701,0.66442446,0.5915318
13.0,0.62474473,0.61029637,0.65093661,0.46050662,0.50654525,0.56498163,0.64490625,0.71195699,0.64727191
14.0,0.62156075,0.58805613,0.62488699,0.43814946,0.49054249,0.57571168,0.64448427,0.68168771,0.61349204
15.0,0.5890719,0.52959101,0.58150762,0.40731701,0.46746124,0.52495021,0.6059911,0.63793892,0.52178006
16.0,0.4897741,0.44329441,0.47228411,0.31530148,0.37614909,0.45814395,0.46857652,0.50671783,0.43802883
17.0,0.38747831,0.27346738,0.35237931,0.2065905,0.25632943,0.30642243,0.305504,0.38981185,0.28013278
18.0,0.21388089,0.09431596,0.21472439,0.08346295,0.10283832,0.17171185,0.11349112,0.22471671,0.09874984
19.0,0.06346674,0.0069396,0.0710687,0.00624692,0.01013973,0.03345833,0.01590304,0.06626694,0.00669028
20.0,0.00268634,-0.0,0.00311531,-0.0,-0.0,9.763e-5,2.297e-5,0.00152033,0.0
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
