x1,x2,x3,x4,x5,x6,x7,x8,x9
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.00251922,0.00103062,0.00186694,-0.0,-0.0,0.00210459,0.00062022,-0.0,-0.0
0.06840105,0.03747726,0.0642441,0.01059506,0.00870193,0.07089415,0.01868104,0.011596,0.01922165
0.23243308,0.15836067,0.20431931,0.11262506,0.0895601,0.2267206,0.1072746,0.11208297,0.15031611
0.40269652,0.29456555,0.39665182,0.27906559,0.22583542,0.40280543,0.26623316,0.26493196,0.28664857
0.55676694,0.46514146,0.5486253,0.42922545,0.27694772,0.54668893,0.38362877,0.3903857,0.44278055
0.65470372,0.57095626,0.65923199,0.54760624,0.38300478,0.65165848,0.52128081,0.50564886,0.55247542
0.70860307,0.602143,0.7099435,0.59061739,0.46107443,0.71989706,0.55062138,0.51342331,0.6144197
0.72855791,0.61390871,0.70474457,0.6135301,0.5121174,0.72048791,0.58919324,0.5390668,0.61415346
0.68325023,0.58099148,0.66593114,0.56244044,0.45507176,0.68555535,0.56637075,0.55494874,0.57935932
0.58724827,0.50533916,0.56955009,0.47105403,0.39810463,0.58939934,0.44771992,0.47754513,0.47701176
0.43253218,0.38225791,0.4193629,0.2917298,0.27902118,0.44899033,0.35330841,0.34413813,0.32712626
0.26276881,0.23051409,0.24962146,0.1362045,0.13586112,0.27434389,0.15750006,0.15538259,0.15250388
0.09126624,0.0636725,0.08061901,0.01224712,0.01811508,0.09994644,0.03471017,0.02210534,0.02460136
0.00864623,0.00171105,0.00605223,-0.0,-0.0,0.00915259,0.00116853,2.949e-5,0.00060053
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
