x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1.0,0.9787234,0.0,0.0,0.90909091,0.125,0.97058824,0.06060606,0.85714286,0.0
2.0,0.9787234,0.0,0.0,0.90909091,0.15,1.0,0.06060606,0.89285714,0.0
3.0,0.9787234,0.0,0.0,0.95454545,0.125,1.0,0.03030303,0.83928571,0.0
4.0,0.9787234,0.0,0.0,1.0,0.15,0.97058824,0.03030303,0.875,0.0
5.0,0.9787234,0.0,0.0,1.0,0.15,0.97058824,0.06060606,0.89285714,0.0
6.0,0.9787234,0.0,0.0,1.0,0.15,0.97058824,0.06060606,0.85714286,0.0
7.0,0.9787234,0.0,0.0,1.0,0.1,0.97058824,0.06060606,0.89285714,0.0
8.0,1.0,0.0,0.0,1.0,0.15,1.0,0.06060606,0.91071429,0.0
9.0,1.0,0.0,0.0,1.0,0.2,1.0,0.03030303,0.85714286,0.0
10.0,0.95744681,0.0,0.0,0.90909091,0.125,0.97058824,0.03030303,0.80357143,0.0
11.0,0.93617021,0.0,0.0,0.90909091,0.125,0.94117647,0.03030303,0.78571429,0.0
12.0,0.72340426,0.0,0.0,0.72727273,0.125,0.76470588,0.03030303,0.80357143,0.0
13.0,0.4893617,0.0,0.0,0.27272727,0.1,0.58823529,0.03030303,0.73214286,0.0
14.0,0.40425532,0.0,0.0,0.22727273,0.0,0.47058824,0.0,0.21428571,0.0
15.0,0.10638298,0.0,0.0,0.04545455,0.0,0.05882353,0.0,0.0,0.0
16.0,0.0,0.27272727,0.34782609,0.0,0.0,0.0,0.12121212,0.0,0.13953488
17.0,0.0,0.38636364,0.52173913,0.0,0.025,0.0,0.21212121,0.0,0.65116279
18.0,0.0,0.38636364,0.56521739,0.0,0.025,0.0,0.48484848,0.0,0.88372093
19.0,0.0,0.68181818,0.60869565,0.0,0.175,0.0,0.63636364,0.0,0.90697674
20.0,0.0,0.86363636,0.86956522,0.0,0.225,0.0,0.6969697,0.0,0.90697674
21.0,0.0,0.88636364,0.89130435,0.0,0.2,0.0,0.66666667,0.0,0.93023256
22.0,0.0,0.88636364,0.89130435,0.0,0.225,0.0,0.66666667,0.0,0.90697674
23.0,0.0,0.93181818,0.91304348,0.0,0.275,0.0,0.66666667,0.0,0.90697674
24.0,0.0,0.93181818,0.97826087,0.0,0.25,0.0,0.6969697,0.0,0.90697674
