repnday,solution,obj,Coastal_South[1],Coastal_Northeast[1],South_Northeast[1],South_West[1],West_Northeast[1],West_Panhandle[1],Northeast_Panhandle[1],"ngb_rn[pv-new,Northeast,1]","ngb_rn[pv-new,West,1]","ngb_rn[pv-new,Coastal,1]","ngb_rn[pv-new,South,1]","ngb_rn[pv-new,Panhandle,1]","ngb_rn[csp-new,Northeast,1]","ngb_rn[csp-new,West,1]","ngb_rn[csp-new,Coastal,1]","ngb_rn[csp-new,South,1]","ngb_rn[csp-new,Panhandle,1]","ngb_rn[wind-new,Northeast,1]","ngb_rn[wind-new,West,1]","ngb_rn[wind-new,Coastal,1]","ngb_rn[wind-new,South,1]","ngb_rn[wind-new,Panhandle,1]","ngb_th[coal-igcc-new,Northeast,1]","ngb_th[coal-igcc-new,West,1]","ngb_th[coal-igcc-new,Coastal,1]","ngb_th[coal-igcc-new,South,1]","ngb_th[coal-igcc-new,Panhandle,1]","ngb_th[coal-igcc-ccs-new,Northeast,1]","ngb_th[coal-igcc-ccs-new,West,1]","ngb_th[coal-igcc-ccs-new,Coastal,1]","ngb_th[coal-igcc-ccs-new,South,1]","ngb_th[coal-igcc-ccs-new,Panhandle,1]","ngb_th[ng-cc-new,Northeast,1]","ngb_th[ng-cc-new,West,1]","ngb_th[ng-cc-new,Coastal,1]","ngb_th[ng-cc-new,South,1]","ngb_th[ng-cc-new,Panhandle,1]","ngb_th[ng-cc-ccs-new,Northeast,1]","ngb_th[ng-cc-ccs-new,West,1]","ngb_th[ng-cc-ccs-new,Coastal,1]","ngb_th[ng-cc-ccs-new,South,1]","ngb_th[ng-cc-ccs-new,Panhandle,1]","ngb_th[ng-ct-new,Northeast,1]","ngb_th[ng-ct-new,West,1]","ngb_th[ng-ct-new,Coastal,1]","ngb_th[ng-ct-new,South,1]","ngb_th[ng-ct-new,Panhandle,1]","ngb_th[nuc-st-new,Northeast,1]","ngb_th[nuc-st-new,West,1]","ngb_th[nuc-st-new,Coastal,1]","ngb_th[nuc-st-new,South,1]","ngb_th[nuc-st-new,Panhandle,1]","nsb[Li_ion,Northeast,1]","nsb[Li_ion,West,1]","nsb[Li_ion,Coastal,1]","nsb[Li_ion,South,1]","nsb[Li_ion,Panhandle,1]","nsb[Lead_acid,Northeast,1]","nsb[Lead_acid,West,1]","nsb[Lead_acid,Coastal,1]","nsb[Lead_acid,South,1]","nsb[Lead_acid,Panhandle,1]","nsb[Flow,Northeast,1]","nsb[Flow,West,1]","nsb[Flow,Coastal,1]","nsb[Flow,South,1]","nsb[Flow,Panhandle,1]",Coastal_South[2],Coastal_Northeast[2],South_Northeast[2],South_West[2],West_Northeast[2],West_Panhandle[2],Northeast_Panhandle[2],"ngb_rn[pv-new,Northeast,2]","ngb_rn[pv-new,West,2]","ngb_rn[pv-new,Coastal,2]","ngb_rn[pv-new,South,2]","ngb_rn[pv-new,Panhandle,2]","ngb_rn[csp-new,Northeast,2]","ngb_rn[csp-new,West,2]","ngb_rn[csp-new,Coastal,2]","ngb_rn[csp-new,South,2]","ngb_rn[csp-new,Panhandle,2]","ngb_rn[wind-new,Northeast,2]","ngb_rn[wind-new,West,2]","ngb_rn[wind-new,Coastal,2]","ngb_rn[wind-new,South,2]","ngb_rn[wind-new,Panhandle,2]","ngb_th[coal-igcc-new,Northeast,2]","ngb_th[coal-igcc-new,West,2]","ngb_th[coal-igcc-new,Coastal,2]","ngb_th[coal-igcc-new,South,2]","ngb_th[coal-igcc-new,Panhandle,2]","ngb_th[coal-igcc-ccs-new,Northeast,2]","ngb_th[coal-igcc-ccs-new,West,2]","ngb_th[coal-igcc-ccs-new,Coastal,2]","ngb_th[coal-igcc-ccs-new,South,2]","ngb_th[coal-igcc-ccs-new,Panhandle,2]","ngb_th[ng-cc-new,Northeast,2]","ngb_th[ng-cc-new,West,2]","ngb_th[ng-cc-new,Coastal,2]","ngb_th[ng-cc-new,South,2]","ngb_th[ng-cc-new,Panhandle,2]","ngb_th[ng-cc-ccs-new,Northeast,2]","ngb_th[ng-cc-ccs-new,West,2]","ngb_th[ng-cc-ccs-new,Coastal,2]","ngb_th[ng-cc-ccs-new,South,2]","ngb_th[ng-cc-ccs-new,Panhandle,2]","ngb_th[ng-ct-new,Northeast,2]","ngb_th[ng-ct-new,West,2]","ngb_th[ng-ct-new,Coastal,2]","ngb_th[ng-ct-new,South,2]","ngb_th[ng-ct-new,Panhandle,2]","ngb_th[nuc-st-new,Northeast,2]","ngb_th[nuc-st-new,West,2]","ngb_th[nuc-st-new,Coastal,2]","ngb_th[nuc-st-new,South,2]","ngb_th[nuc-st-new,Panhandle,2]","nsb[Li_ion,Northeast,2]","nsb[Li_ion,West,2]","nsb[Li_ion,Coastal,2]","nsb[Li_ion,South,2]","nsb[Li_ion,Panhandle,2]","nsb[Lead_acid,Northeast,2]","nsb[Lead_acid,West,2]","nsb[Lead_acid,Coastal,2]","nsb[Lead_acid,South,2]","nsb[Lead_acid,Panhandle,2]","nsb[Flow,Northeast,2]","nsb[Flow,West,2]","nsb[Flow,Coastal,2]","nsb[Flow,South,2]","nsb[Flow,Panhandle,2]",Coastal_South[3],Coastal_Northeast[3],South_Northeast[3],South_West[3],West_Northeast[3],West_Panhandle[3],Northeast_Panhandle[3],"ngb_rn[pv-new,Northeast,3]","ngb_rn[pv-new,West,3]","ngb_rn[pv-new,Coastal,3]","ngb_rn[pv-new,South,3]","ngb_rn[pv-new,Panhandle,3]","ngb_rn[csp-new,Northeast,3]","ngb_rn[csp-new,West,3]","ngb_rn[csp-new,Coastal,3]","ngb_rn[csp-new,South,3]","ngb_rn[csp-new,Panhandle,3]","ngb_rn[wind-new,Northeast,3]","ngb_rn[wind-new,West,3]","ngb_rn[wind-new,Coastal,3]","ngb_rn[wind-new,South,3]","ngb_rn[wind-new,Panhandle,3]","ngb_th[coal-igcc-new,Northeast,3]","ngb_th[coal-igcc-new,West,3]","ngb_th[coal-igcc-new,Coastal,3]","ngb_th[coal-igcc-new,South,3]","ngb_th[coal-igcc-new,Panhandle,3]","ngb_th[coal-igcc-ccs-new,Northeast,3]","ngb_th[coal-igcc-ccs-new,West,3]","ngb_th[coal-igcc-ccs-new,Coastal,3]","ngb_th[coal-igcc-ccs-new,South,3]","ngb_th[coal-igcc-ccs-new,Panhandle,3]","ngb_th[ng-cc-new,Northeast,3]","ngb_th[ng-cc-new,West,3]","ngb_th[ng-cc-new,Coastal,3]","ngb_th[ng-cc-new,South,3]","ngb_th[ng-cc-new,Panhandle,3]","ngb_th[ng-cc-ccs-new,Northeast,3]","ngb_th[ng-cc-ccs-new,West,3]","ngb_th[ng-cc-ccs-new,Coastal,3]","ngb_th[ng-cc-ccs-new,South,3]","ngb_th[ng-cc-ccs-new,Panhandle,3]","ngb_th[ng-ct-new,Northeast,3]","ngb_th[ng-ct-new,West,3]","ngb_th[ng-ct-new,Coastal,3]","ngb_th[ng-ct-new,South,3]","ngb_th[ng-ct-new,Panhandle,3]","ngb_th[nuc-st-new,Northeast,3]","ngb_th[nuc-st-new,West,3]","ngb_th[nuc-st-new,Coastal,3]","ngb_th[nuc-st-new,South,3]","ngb_th[nuc-st-new,Panhandle,3]","nsb[Li_ion,Northeast,3]","nsb[Li_ion,West,3]","nsb[Li_ion,Coastal,3]","nsb[Li_ion,South,3]","nsb[Li_ion,Panhandle,3]","nsb[Lead_acid,Northeast,3]","nsb[Lead_acid,West,3]","nsb[Lead_acid,Coastal,3]","nsb[Lead_acid,South,3]","nsb[Lead_acid,Panhandle,3]","nsb[Flow,Northeast,3]","nsb[Flow,West,3]","nsb[Flow,Coastal,3]","nsb[Flow,South,3]","nsb[Flow,Panhandle,3]",Coastal_South[4],Coastal_Northeast[4],South_Northeast[4],South_West[4],West_Northeast[4],West_Panhandle[4],Northeast_Panhandle[4],"ngb_rn[pv-new,Northeast,4]","ngb_rn[pv-new,West,4]","ngb_rn[pv-new,Coastal,4]","ngb_rn[pv-new,South,4]","ngb_rn[pv-new,Panhandle,4]","ngb_rn[csp-new,Northeast,4]","ngb_rn[csp-new,West,4]","ngb_rn[csp-new,Coastal,4]","ngb_rn[csp-new,South,4]","ngb_rn[csp-new,Panhandle,4]","ngb_rn[wind-new,Northeast,4]","ngb_rn[wind-new,West,4]","ngb_rn[wind-new,Coastal,4]","ngb_rn[wind-new,South,4]","ngb_rn[wind-new,Panhandle,4]","ngb_th[coal-igcc-new,Northeast,4]","ngb_th[coal-igcc-new,West,4]","ngb_th[coal-igcc-new,Coastal,4]","ngb_th[coal-igcc-new,South,4]","ngb_th[coal-igcc-new,Panhandle,4]","ngb_th[coal-igcc-ccs-new,Northeast,4]","ngb_th[coal-igcc-ccs-new,West,4]","ngb_th[coal-igcc-ccs-new,Coastal,4]","ngb_th[coal-igcc-ccs-new,South,4]","ngb_th[coal-igcc-ccs-new,Panhandle,4]","ngb_th[ng-cc-new,Northeast,4]","ngb_th[ng-cc-new,West,4]","ngb_th[ng-cc-new,Coastal,4]","ngb_th[ng-cc-new,South,4]","ngb_th[ng-cc-new,Panhandle,4]","ngb_th[ng-cc-ccs-new,Northeast,4]","ngb_th[ng-cc-ccs-new,West,4]","ngb_th[ng-cc-ccs-new,Coastal,4]","ngb_th[ng-cc-ccs-new,South,4]","ngb_th[ng-cc-ccs-new,Panhandle,4]","ngb_th[ng-ct-new,Northeast,4]","ngb_th[ng-ct-new,West,4]","ngb_th[ng-ct-new,Coastal,4]","ngb_th[ng-ct-new,South,4]","ngb_th[ng-ct-new,Panhandle,4]","ngb_th[nuc-st-new,Northeast,4]","ngb_th[nuc-st-new,West,4]","ngb_th[nuc-st-new,Coastal,4]","ngb_th[nuc-st-new,South,4]","ngb_th[nuc-st-new,Panhandle,4]","nsb[Li_ion,Northeast,4]","nsb[Li_ion,West,4]","nsb[Li_ion,Coastal,4]","nsb[Li_ion,South,4]","nsb[Li_ion,Panhandle,4]","nsb[Lead_acid,Northeast,4]","nsb[Lead_acid,West,4]","nsb[Lead_acid,Coastal,4]","nsb[Lead_acid,South,4]","nsb[Lead_acid,Panhandle,4]","nsb[Flow,Northeast,4]","nsb[Flow,West,4]","nsb[Flow,Coastal,4]","nsb[Flow,South,4]","nsb[Flow,Panhandle,4]",Coastal_South[5],Coastal_Northeast[5],South_Northeast[5],South_West[5],West_Northeast[5],West_Panhandle[5],Northeast_Panhandle[5],"ngb_rn[pv-new,Northeast,5]","ngb_rn[pv-new,West,5]","ngb_rn[pv-new,Coastal,5]","ngb_rn[pv-new,South,5]","ngb_rn[pv-new,Panhandle,5]","ngb_rn[csp-new,Northeast,5]","ngb_rn[csp-new,West,5]","ngb_rn[csp-new,Coastal,5]","ngb_rn[csp-new,South,5]","ngb_rn[csp-new,Panhandle,5]","ngb_rn[wind-new,Northeast,5]","ngb_rn[wind-new,West,5]","ngb_rn[wind-new,Coastal,5]","ngb_rn[wind-new,South,5]","ngb_rn[wind-new,Panhandle,5]","ngb_th[coal-igcc-new,Northeast,5]","ngb_th[coal-igcc-new,West,5]","ngb_th[coal-igcc-new,Coastal,5]","ngb_th[coal-igcc-new,South,5]","ngb_th[coal-igcc-new,Panhandle,5]","ngb_th[coal-igcc-ccs-new,Northeast,5]","ngb_th[coal-igcc-ccs-new,West,5]","ngb_th[coal-igcc-ccs-new,Coastal,5]","ngb_th[coal-igcc-ccs-new,South,5]","ngb_th[coal-igcc-ccs-new,Panhandle,5]","ngb_th[ng-cc-new,Northeast,5]","ngb_th[ng-cc-new,West,5]","ngb_th[ng-cc-new,Coastal,5]","ngb_th[ng-cc-new,South,5]","ngb_th[ng-cc-new,Panhandle,5]","ngb_th[ng-cc-ccs-new,Northeast,5]","ngb_th[ng-cc-ccs-new,West,5]","ngb_th[ng-cc-ccs-new,Coastal,5]","ngb_th[ng-cc-ccs-new,South,5]","ngb_th[ng-cc-ccs-new,Panhandle,5]","ngb_th[ng-ct-new,Northeast,5]","ngb_th[ng-ct-new,West,5]","ngb_th[ng-ct-new,Coastal,5]","ngb_th[ng-ct-new,South,5]","ngb_th[ng-ct-new,Panhandle,5]","ngb_th[nuc-st-new,Northeast,5]","ngb_th[nuc-st-new,West,5]","ngb_th[nuc-st-new,Coastal,5]","ngb_th[nuc-st-new,South,5]","ngb_th[nuc-st-new,Panhandle,5]","nsb[Li_ion,Northeast,5]","nsb[Li_ion,West,5]","nsb[Li_ion,Coastal,5]","nsb[Li_ion,South,5]","nsb[Li_ion,Panhandle,5]","nsb[Lead_acid,Northeast,5]","nsb[Lead_acid,West,5]","nsb[Lead_acid,Coastal,5]","nsb[Lead_acid,South,5]","nsb[Lead_acid,Panhandle,5]","nsb[Flow,Northeast,5]","nsb[Flow,West,5]","nsb[Flow,Coastal,5]","nsb[Flow,South,5]","nsb[Flow,Panhandle,5]"
1,1,49.130349434162405,0.7265826981922003,1.0567851468896667,0.0,2.3844698795195307,0.8818787199563064,0.0,2.346160411881188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3248176379967862,0.4032463207920793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.016092083467676,3.6839079165323234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.400370518556431,4.226026390837987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.182676357596623,6.517323642403376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035943284285971266,0.17644637230485571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09730884127127719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.498378074990967,10.900621925009034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22436417706034747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09943672928074151,0.09045347221612016,0.05009129731292769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.336709266276422,10.062290733723579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,75.6304861214337,0.08594445225512208,1.5202706539750608,0.0,0.44517264783794136,0.0,1.6692821952997696,1.0617951591556718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1721319893126396,0.0,0.0,0.0,0.0,0.018329378217826015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.079121327407773,1.732410983948119,6.50191398790596,18.77017830644375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.095640380771332,0.0,0.0,3.545865671973935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053915130916365524,0.47390819194349415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3914372561919564,0.0,0.0,1.7995165082571383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4946560326198273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.062698130931725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,65.36490117793866,0.6240386379286683,0.920362518153832,0.0,3.0081881712632437,1.0408775695555215,0.052251818306853694,2.6971549143664135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5859359099033745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.777079274488486,3.9722471936093253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41333688542250396,0.3313516398087659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.916445629342651,0.0,2.217514210886254,0.183526130398036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6245809361583573,0.8972858068946941,0.0,0.0,0.0,0.0,43.501555616047966,30.90844438395203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.289878171450853,0.0,1.8597201638002758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16094122889363735,0.0782795825316399,0.33267712705386754,0.6267351524811785,0.2308653242255309,0.010479155599254556,0.660044925613469,0.0,0.0,74.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.85441355950296,0.0,0.0,13.544586440497042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1,61.91358495825403,0.9882558266999656,0.790500151125765,0.0,3.319200642354046,0.7190502686154143,0.0,2.7494067326732674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522417104129971,0.1813752925075668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.569032183647547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3482456262743988,0.398642217154784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.549049626116357,3.7555099418074587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3251702921455806,0.8634023039164417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110398261988692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06251882116173096,1.4610579092158442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.436662510132615,0.0,1.030398878642501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1,72.19252323214829,0.07678041243511374,1.0377497230710555,0.0,2.0691808043066944,0.9036352524951589,0.09068874994365828,3.4359457055018865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7772277227722768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13529840969785312,17.594648260826467,14.9197688698919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030428066749687104,0.7467996560225901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2044417378693835,1.6672622137745623,0.07880837495020288,0.3454797381102672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14834163693717933,0.0,1.0575081725708646,0.0,1.0879362393205496,0.4664697012735105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6371386204075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43768712568393503,0.0,0.9952613984156617,0.0,1.0256894651653483,0.5287164754287101,0.0,74.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26325886662792275,0.02421866480673107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
