x1,x2,x3,x4
0.0,0.02238806,0.65346535,0.59375
0.0,0.01492537,0.64356436,0.671875
0.0,0.01492537,0.62376238,0.578125
0.0,0.01492537,0.63366337,0.625
0.0,0.0,0.65346535,0.609375
0.0,0.0,0.65346535,0.59375
0.0,0.0,0.65346535,0.609375
0.0,0.0,0.64356436,0.59375
0.0,0.0,0.62376238,0.59375
0.0,0.0,0.63366337,0.640625
0.0,0.0,0.44554455,0.640625
0.0,0.0,0.31683168,0.515625
0.0,0.0,0.20792079,0.21875
0.0,0.0,0.00990099,-0.0
0.03030303,0.05970149,0.0,-0.0
0.24242424,0.23880597,0.0,-0.0
0.5,0.2761194,0.0,-0.0
0.53030303,0.35074627,0.0,-0.0
0.59090909,0.45522388,0.0,-0.0
0.62121212,0.52238806,0.0,-0.0
0.62121212,0.53731343,0.0,-0.0
0.62121212,0.55223881,0.0,-0.0
0.57575758,0.52238806,0.0,-0.0
0.59090909,0.51492537,0.0,-0.0
