x1,x2,x3,x4,x5,x6
0.66766947,0.73949237,0.71975645,0.88410396,0.90923467,0.70792914
0.68130348,0.72934462,0.74245183,0.84563405,0.90891815,0.68013448
0.66404599,0.75188914,0.74427742,0.83448234,0.88453128,0.66830171
0.68043314,0.70319946,0.73117957,0.80644721,0.88428862,0.64991781
0.68716454,0.69511215,0.72536108,0.82148054,0.87125313,0.61330905
0.68653768,0.68721108,0.71255968,0.79192559,0.87092277,0.58467229
0.69607623,0.67702022,0.70193914,0.78116198,0.83916072,0.56098905
0.66659362,0.57898409,0.6397529,0.78036072,0.829036,0.56455057
0.6307342,0.43529763,0.48098323,0.73863171,0.77768708,0.53132505
0.56365401,0.38295032,0.44561462,0.69411135,0.69231651,0.44137686
0.45232435,0.3602686,0.42461978,0.60118613,0.60021087,0.37460324
0.42559188,0.35031677,0.3904429,0.59974901,0.52891703,0.34531876
0.43008609,0.34189452,0.38858398,0.63399459,0.5331679,0.35920505
0.43826164,0.38908473,0.41279215,0.63490811,0.54355815,0.3599981
0.44265633,0.42061108,0.46186978,0.66488973,0.54165487,0.40242438
0.45686502,0.4644628,0.46885613,0.6311627,0.54080821,0.42794543
0.48276715,0.53509301,0.53616409,0.64211766,0.54823846,0.42927962
0.51122647,0.62171355,0.55035355,0.65572613,0.5345319,0.45007781
0.60764155,0.57972086,0.57606043,0.62984324,0.58076267,0.52783619
0.68844309,0.72316355,0.61620258,0.65340613,0.62245015,0.65558629
0.75085391,0.73580548,0.67929086,0.71653081,0.66845087,0.69793352
0.76465266,0.7006871,0.70514366,0.73426577,0.69027897,0.72794343
0.79907816,0.69371602,0.75011516,0.71164108,0.71326318,0.73741857
0.82622174,0.70663581,0.76123559,0.72946216,0.70572862,0.758266
