x1,x2,x3,x4,x5,x6
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
3.006e-5,0.00115454,0.00123317,0.0002171,0.00010366,0.00010841
0.00740527,0.05071891,0.04955838,0.01137255,0.00985182,0.01441052
0.11124399,0.20656541,0.2171796,0.1088304,0.10020323,0.12956392
0.32750419,0.39713265,0.40273004,0.33036091,0.30355208,0.32456967
0.49754528,0.53983855,0.56011951,0.51600114,0.4858847,0.49196855
0.62059849,0.64732458,0.67449778,0.65159227,0.63151252,0.6117209
0.67376144,0.71688933,0.73057453,0.71655991,0.70965995,0.67386852
0.69353154,0.73637263,0.75409326,0.70915769,0.70251505,0.67643053
0.66720911,0.70020568,0.71235034,0.68931645,0.68516416,0.65802133
0.57802356,0.60785601,0.62674882,0.62514792,0.59471645,0.56647319
0.43568851,0.48654147,0.49360903,0.44371582,0.43498981,0.43956057
0.23271195,0.32075446,0.32589685,0.23948405,0.24180165,0.24156586
0.04682436,0.13540427,0.14282806,0.05296359,0.05392449,0.06626779
0.00166773,0.02189826,0.02290692,0.00269696,0.00215347,0.00282487
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
