x1,x2,x3,x4,x5,x6
0.89855072,-0.0,0.61290323,0.7027027,0.01538462,0.01428571
0.88405797,-0.0,0.66129032,0.72972973,0.01538462,0.02857143
0.88405797,-0.0,0.59677419,0.75675676,0.01538462,-0.0
0.85507246,-0.0,0.64516129,0.75675676,0.01538462,0.01428571
0.88405797,-0.0,0.64516129,0.7027027,0.01538462,0.01428571
0.86956522,-0.0,0.69354839,0.64864865,-0.0,0.01428571
0.89855072,-0.0,0.67741935,0.67567568,-0.0,0.01428571
0.88405797,-0.0,0.66129032,0.7027027,0.01538462,0.01428571
0.89855072,-0.0,0.62903226,0.67567568,0.03076923,0.02857143
0.8115942,-0.0,0.61290323,0.64864865,0.03076923,0.02857143
0.72463768,-0.0,0.5483871,0.43243243,0.01538462,0.01428571
0.55072464,-0.0,0.58064516,0.27027027,-0.0,-0.0
0.44927536,-0.0,0.30645161,0.16216216,-0.0,-0.0
0.1884058,-0.0,-0.0,0.05405405,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,0.04615385,0.05714286
-0.0,0.20657588,-0.0,-0.0,0.21538462,0.15714286
-0.0,0.38709677,-0.0,-0.0,0.24615385,0.19552052
-0.0,0.4516129,-0.0,-0.0,0.36923077,0.24285714
-0.0,0.4516129,-0.0,-0.0,0.55384615,0.45714286
-0.0,0.48387097,-0.0,-0.0,0.58461538,0.48571429
-0.0,0.5,-0.0,-0.0,0.61538462,0.5
-0.0,0.56451613,-0.0,-0.0,0.67692308,0.52857143
-0.0,0.59677419,-0.0,-0.0,0.69230769,0.52857143
-0.0,0.59677419,-0.0,-0.0,0.69230769,0.52857143
