x1,x2,x3,x4,x5,x6,x7
1.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
7.0,0.00060319,0.00889991,0.00144413,0.00168768,0.00076353,0.00798138
8.0,0.01647443,0.09249352,0.01390449,0.0313637,0.02396498,0.08983146
9.0,0.12045065,0.26028514,0.11166887,0.16510212,0.15169482,0.24914941
10.0,0.27261087,0.42668005,0.26966428,0.32401975,0.31685852,0.41227294
11.0,0.39880134,0.56518622,0.38874381,0.45093271,0.44988547,0.54194375
12.0,0.50673607,0.6455759,0.49397687,0.56240919,0.53749183,0.63835088
13.0,0.55779777,0.71600314,0.52918481,0.59423657,0.60342379,0.68308466
14.0,0.54927502,0.70221346,0.53838543,0.60233312,0.6364311,0.69373413
15.0,0.51282347,0.6504809,0.49815575,0.5664876,0.59667284,0.65561897
16.0,0.4482994,0.55235888,0.40370606,0.47125453,0.47619181,0.5377419
17.0,0.31106019,0.42695401,0.3082493,0.32491187,0.32059806,0.39917479
18.0,0.13348933,0.25043526,0.12429651,0.14216121,0.1249151,0.23555909
19.0,0.02025635,0.08682598,0.02143205,0.02788233,0.01755627,0.08492799
20.0,0.0001497,0.00847779,0.00078423,0.00064283,0.00013732,0.00872523
21.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
