x1,x2,x3,x4,x5,x6,x7
1.0,0.015625,0.78378378,-0.0,0.81967213,0.08450704,0.92857143
2.0,0.015625,0.81081081,-0.0,0.81967213,0.08450704,0.91428571
3.0,0.015625,0.75675676,-0.0,0.83606557,0.09859155,0.92857143
4.0,-0.0,0.75675676,-0.0,0.80327869,0.07042254,0.88571429
5.0,-0.0,0.75675676,-0.0,0.7704918,0.07042254,0.91428571
6.0,-0.0,0.72972973,-0.0,0.80327869,0.08450704,0.92857143
7.0,0.015625,0.75675676,-0.0,0.80327869,0.07042254,0.88571429
8.0,0.015625,0.78378378,-0.0,0.80327869,0.05633803,0.9
9.0,0.015625,0.75675676,-0.0,0.73770492,0.07042254,0.88571429
10.0,0.015625,0.78378378,-0.0,0.73770492,0.07042254,0.85714286
11.0,0.015625,0.64864865,-0.0,0.78688525,0.07042254,0.81428571
12.0,0.015625,0.37837838,-0.0,0.75409836,0.04225352,0.64285714
13.0,-0.0,0.21621622,-0.0,0.63934426,0.01408451,0.52857143
14.0,-0.0,0.16216216,-0.0,0.31147541,-0.0,0.42857143
15.0,0.09375,0.08108108,-0.0,-0.0,0.01408451,0.18571429
16.0,0.265625,-0.0,0.24193548,-0.0,0.15492958,-0.0
17.0,0.28125,-0.0,0.5,-0.0,0.16901408,-0.0
18.0,0.3125,-0.0,0.70967742,-0.0,0.25352113,-0.0
19.0,0.390625,-0.0,0.77419355,-0.0,0.33802817,-0.0
20.0,0.53125,-0.0,0.79032258,-0.0,0.43661972,-0.0
21.0,0.71875,-0.0,0.79032258,-0.0,0.56338028,-0.0
22.0,0.765625,-0.0,0.79032258,-0.0,0.61971831,-0.0
23.0,0.8125,-0.0,0.83870968,-0.0,0.63380282,-0.0
24.0,0.828125,-0.0,0.85483871,-0.0,0.64788732,-0.0
