x1,x2,x3,x4,x5,x6
0.4663399,0.60875946,0.63112398,0.77635856,0.82487631,0.33337076
0.43766019,0.52569441,0.6035743,0.7776818,0.79980646,0.31062257
0.42145826,0.50196914,0.55448785,0.78710288,0.77421497,0.314456
0.37769053,0.48979828,0.51190258,0.75695099,0.72012944,0.2972441
0.3425113,0.41869473,0.44544645,0.78004595,0.69068533,0.26770048
0.29182609,0.35629978,0.38726172,0.77421135,0.6557681,0.22289733
0.30697391,0.32770602,0.33249839,0.77437261,0.68742441,0.19002495
0.30007942,0.21449871,0.21456108,0.73728631,0.62747128,0.16373086
0.24796473,0.20628366,0.18356548,0.72044036,0.59776431,0.11534124
0.19986184,0.22029892,0.19494043,0.67914505,0.54244523,0.09309895
0.14506773,0.20764774,0.2039628,0.67954,0.55839282,0.0912541
0.16263691,0.20283226,0.20248817,0.7093555,0.58084256,0.07408895
0.20237894,0.21086237,0.22228871,0.73219712,0.60921518,0.08388162
0.21532454,0.22705441,0.21016559,0.76271676,0.66774451,0.10750276
0.25203546,0.25365161,0.28056538,0.75969423,0.66838472,0.14252057
0.28040213,0.26671247,0.29146269,0.76811243,0.66637046,0.13999838
0.31921121,0.34017892,0.3188457,0.78561171,0.67558441,0.1369719
0.35019797,0.41230118,0.41728946,0.79865514,0.70260738,0.163318
0.42135391,0.48346849,0.51321957,0.78770505,0.73873713,0.24084895
0.49628976,0.57010376,0.63512925,0.79924,0.77116687,0.32128314
0.53801275,0.61675677,0.6970957,0.77105568,0.76625364,0.33010352
0.55134483,0.65524946,0.68241516,0.73912811,0.78189354,0.36738819
0.52704879,0.65886312,0.66025591,0.74321171,0.76145877,0.36185581
0.53419575,0.6731,0.62828441,0.71848577,0.75490123,0.3676079
