x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
3.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
4.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
5.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
6.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
7.0,0.0,0.00761781,0.00013088,0.00010583,-0.0,0.0,7.598e-5,0.00843613,0.00832498,0.00351811,0.0045151,0.00612664
8.0,0.00419238,0.0912745,0.0200884,0.0174409,0.00206939,0.00922146,0.01468521,0.09295778,0.08638374,0.03149776,0.05369617,0.07802642
9.0,0.08086859,0.25953473,0.15045128,0.1594791,0.135829,0.14668546,0.10874628,0.26318215,0.25180358,0.15508979,0.16576933,0.22299924
10.0,0.21383373,0.41971055,0.33588127,0.33281506,0.34433973,0.30808778,0.27280587,0.42848541,0.4311989,0.27714417,0.30138705,0.38871405
11.0,0.33166599,0.55819916,0.47674286,0.45210984,0.49699694,0.44948072,0.39927916,0.56719477,0.55626795,0.41446689,0.41828033,0.50741842
12.0,0.43361021,0.6481742,0.59551209,0.55983283,0.6280906,0.57733764,0.49311324,0.64589702,0.65152432,0.5247717,0.47956775,0.59741438
13.0,0.47815674,0.71393864,0.66565416,0.61377637,0.68624737,0.60056015,0.56353004,0.72019737,0.71725939,0.5451514,0.52039648,0.60593909
14.0,0.48498547,0.69982777,0.65921836,0.65993925,0.68632792,0.63537145,0.57289383,0.69919011,0.70795541,0.56888943,0.48934766,0.65497873
15.0,0.4342868,0.66555767,0.61260316,0.59852566,0.5834596,0.58428511,0.58425452,0.64653894,0.66242672,0.5271207,0.4894244,0.60623979
16.0,0.39323659,0.56539238,0.51709552,0.45706184,0.51395521,0.4670244,0.45846762,0.54427074,0.56957306,0.42619032,0.41858784,0.49026039
17.0,0.27132505,0.41348715,0.35327376,0.30348916,0.35764299,0.29494018,0.31819417,0.42596852,0.42129498,0.33485552,0.32731374,0.35944975
18.0,0.10713726,0.24797027,0.14605931,0.09036526,0.12658056,0.08994398,0.14215944,0.2593113,0.23351635,0.15455519,0.1777318,0.19858412
19.0,0.01139149,0.09343239,0.01767425,0.01189349,0.00328206,0.00493929,0.01595457,0.09513581,0.06867499,0.0451624,0.05113118,0.06026204
20.0,0.0,0.00928812,-0.0,0.0,-0.0,0.0,0.0,0.00891394,0.00571646,0.00180284,0.00157124,0.00579631
21.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
22.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
23.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
24.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
