x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,-0.0,0.00305093,-0.0,-0.0,-0.0,-0.0,-0.0,0.00209486,0.00347833,0.00111545,0.00084755,0.00211184
8.0,0.00268497,0.05757888,0.00773357,0.00658446,0.00018349,0.00304264,0.00540675,0.0550948,0.05347198,0.02973698,0.02653433,0.04330011
9.0,0.06718876,0.21861324,0.07457107,0.10336519,0.04524546,0.08376468,0.06643302,0.20896264,0.20960998,0.16739339,0.15340697,0.20161995
10.0,0.24024683,0.405056,0.26580946,0.27525694,0.27245635,0.26575333,0.25864269,0.39970795,0.41273076,0.35788727,0.31536926,0.3578273
11.0,0.44204355,0.56711913,0.44788292,0.45973492,0.47386314,0.4656689,0.44879968,0.55653719,0.56088108,0.54497747,0.44567853,0.50785583
12.0,0.61407133,0.68179721,0.58769444,0.5734098,0.62407125,0.5980092,0.60326485,0.66142109,0.68378211,0.68282462,0.55359632,0.63409084
13.0,0.69126514,0.73113124,0.66309957,0.63699166,0.68591229,0.67951996,0.68538388,0.73561397,0.71403687,0.71930353,0.61256546,0.67727974
14.0,0.69407354,0.73010337,0.67999835,0.65983166,0.68539907,0.65840221,0.69254803,0.72218144,0.71999107,0.74741763,0.64598257,0.68422892
15.0,0.64828002,0.65879901,0.62888789,0.59524495,0.60881929,0.63260544,0.65605585,0.6841237,0.68034661,0.72663024,0.66009312,0.67998921
16.0,0.5471478,0.59731576,0.559464,0.49827423,0.54595169,0.51786969,0.57165585,0.62005072,0.6010947,0.61834302,0.56407567,0.58359982
17.0,0.39486876,0.50690478,0.41081804,0.34239274,0.40482374,0.36558501,0.41996906,0.50390413,0.48032757,0.44210192,0.46006875,0.47339032
18.0,0.20884354,0.3369136,0.21854799,0.15343928,0.20588424,0.15815695,0.2262421,0.35083849,0.2975894,0.27607019,0.30342706,0.27756742
19.0,0.03867096,0.15776823,0.04295395,0.02412594,0.01823967,0.01438801,0.04595925,0.16414519,0.11727967,0.09318807,0.11893544,0.11683565
20.0,0.00104873,0.02875961,0.00134059,0.00134972,-0.0,1.009e-5,0.00077839,0.02812825,0.01719114,0.00911784,0.00836416,0.01894999
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
