x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
2.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
3.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
4.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
5.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
6.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
7.0,-0.0,0.00845685,0.00023959,0.00046476,-0.0,-0.0,5.605e-5,0.00781516,0.00989175,0.003636,0.00299389,0.00689317
8.0,0.0123352,0.10337442,0.02687661,0.0258715,0.00667059,0.02544169,0.01608777,0.09803527,0.10526048,0.055604,0.05667768,0.08798641
9.0,0.09927428,0.28659786,0.15288667,0.17442225,0.14922428,0.20157245,0.1101375,0.24934186,0.28733644,0.21392219,0.18983422,0.25712924
10.0,0.24264488,0.4276774,0.30799515,0.35164293,0.32504713,0.36854735,0.21569202,0.41048986,0.46599163,0.38207635,0.33327429,0.43215561
11.0,0.35478937,0.5807519,0.44384428,0.5305317,0.51959588,0.51136728,0.33088756,0.53433787,0.58418164,0.49284659,0.43818683,0.55501543
12.0,0.39934181,0.6388823,0.52323537,0.56854292,0.65642867,0.59190416,0.42411818,0.60914292,0.66244278,0.5815276,0.44597563,0.59640578
13.0,0.42830723,0.6834296,0.60004823,0.58053793,0.7491128,0.60735879,0.50071437,0.61572952,0.69320564,0.60418895,0.52976671,0.62812352
14.0,0.40724109,0.64611756,0.55841498,0.60468277,0.71953742,0.60514181,0.4754123,0.6074342,0.67428966,0.54788845,0.55448876,0.62280484
15.0,0.38754826,0.59512643,0.53180557,0.55943243,0.67288244,0.52910142,0.46045207,0.59128581,0.61176284,0.47464458,0.49872187,0.58251769
16.0,0.29353499,0.49186707,0.44067956,0.40265078,0.54920442,0.44368243,0.37905997,0.49051884,0.5057476,0.42919447,0.4208628,0.4728313
17.0,0.19039486,0.36028501,0.28583634,0.25640775,0.34692075,0.27002128,0.26411849,0.39099246,0.37906191,0.30399358,0.29664757,0.33440553
18.0,0.07623731,0.21501169,0.12350523,0.07740652,0.13253819,0.08757531,0.11225479,0.22304835,0.20537955,0.13762775,0.16580442,0.19132697
19.0,0.00611848,0.07426242,0.01291011,0.00725679,0.00227794,0.00344376,0.00988395,0.06842748,0.05451386,0.03542792,0.03695597,0.04823541
20.0,-0.0,0.00315802,0.0,-0.0,-0.0,-0.0,-0.0,0.00276168,0.00181038,0.00044248,0.00016339,0.00168296
21.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
22.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
23.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
24.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
