x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,-0.0,-0.0,0.00087536,-0.0,0.00263118,-0.0,0.00269365,-0.0,-0.0,-0.0,0.00210936
8.0,0.00923861,0.00902899,0.03947589,0.0147024,0.06744483,0.01042338,0.07164209,0.01761354,0.01232543,0.00804541,0.0712292
9.0,0.07624596,0.10178485,0.16717535,0.12662403,0.22972219,0.1069776,0.22011595,0.15191349,0.10608313,0.08507695,0.22182226
10.0,0.20826906,0.26066935,0.30528224,0.31171597,0.40136258,0.25746501,0.41162449,0.3046723,0.23662603,0.30216552,0.38890916
11.0,0.23950935,0.38330158,0.47801705,0.48278444,0.55035966,0.38739635,0.56023954,0.4402975,0.36029156,0.47388939,0.53630579
12.0,0.35202382,0.45608447,0.5872369,0.59752389,0.65132294,0.5226561,0.68087169,0.58010286,0.46425402,0.57597024,0.64145661
13.0,0.43319623,0.50888272,0.60856727,0.65685635,0.70315929,0.56573791,0.72509678,0.62568673,0.47426379,0.60781681,0.70895163
14.0,0.47966902,0.5701362,0.62480912,0.65548821,0.72248908,0.59285201,0.71756028,0.63719804,0.50941093,0.59750676,0.70848845
15.0,0.4286583,0.49988988,0.59224018,0.58120129,0.68170157,0.56692152,0.68088678,0.60388322,0.53194552,0.58468601,0.67368418
16.0,0.37645056,0.43505663,0.51647526,0.50462086,0.58451605,0.45508642,0.57559699,0.48901503,0.45895401,0.47583013,0.5831844
17.0,0.27170887,0.27961836,0.39172055,0.33012389,0.43027856,0.28379936,0.42300388,0.34193069,0.34440222,0.3495175,0.44504833
18.0,0.12868131,0.13928963,0.23547639,0.16653763,0.26277265,0.12458578,0.27079958,0.15594911,0.15687585,0.14237242,0.26660107
19.0,0.02413776,0.00682837,0.06691707,0.02371191,0.09230215,0.01071801,0.09338907,0.02508276,0.02515773,0.01239796,0.09678952
20.0,-0.0,-0.0,0.00143705,-0.0,0.00889054,-0.0,0.006797,0.00041465,3.51e-5,-0.0,0.00896385
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
