x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
1.0,0.70101923,0.5552884,0.44661745,0.78442159,0.48640436,0.37057538,0.77385278,0.39713825,0.46696143,0.87417238,0.47056222
2.0,0.67446949,0.52631037,0.35018745,0.82631333,0.42359721,0.32019256,0.71704722,0.38217159,0.43858032,0.92948286,0.36670963
3.0,0.72121821,0.46977457,0.31753412,0.86299746,0.35025152,0.27692538,0.62686194,0.3473427,0.38014413,0.96809524,0.31382852
4.0,0.71632256,0.41770395,0.26733529,0.84773937,0.29095867,0.23836051,0.55133194,0.30458063,0.32973492,0.95190476,0.26195852
5.0,0.63512154,0.2856558,0.22705745,0.88749714,0.25322618,0.20945795,0.52418667,0.29994032,0.30454413,0.94417238,0.20667148
6.0,0.63724154,0.29109877,0.21518882,0.88960603,0.20169103,0.20516846,0.46018333,0.26883349,0.2897246,0.95380952,0.1965721
7.0,0.62216051,0.24199309,0.19843863,0.90132952,0.19381976,0.18953359,0.42184,0.2484781,0.24038444,0.94417238,0.16622901
8.0,0.60293949,0.22685506,0.16092471,0.82290508,0.1109023,0.17710667,0.34780472,0.26597079,0.23960143,0.90262857,0.08204531
9.0,0.61287256,0.19129852,0.13155078,0.70129587,0.10592291,0.13196282,0.34420472,0.21591254,0.22373619,0.89547476,0.07121235
10.0,0.62499359,0.15308173,0.0910551,0.53460825,0.11273236,0.09623949,0.37196389,0.14765921,0.19013222,0.91460762,0.09127235
11.0,0.64044744,0.15930617,0.11045451,0.44762635,0.12757745,0.06926872,0.41363639,0.10420651,0.16257794,0.88834524,0.09139333
12.0,0.72103103,0.17050765,0.11459118,0.39549556,0.13119188,0.05477897,0.41694667,0.10544841,0.20822984,0.89642714,0.11496852
13.0,0.75777615,0.19978444,0.13658627,0.34200603,0.11753236,0.05123026,0.46225389,0.1155046,0.24618508,0.8812319,0.10929148
14.0,0.82171667,0.21730321,0.17268039,0.30687238,0.15078291,0.05071744,0.52472194,0.13520349,0.31144476,0.83012952,0.10902901
15.0,0.78300051,0.24686,0.21276941,0.27109651,0.15245321,0.05756205,0.53627972,0.14687175,0.31485556,0.75529,0.14462864
16.0,0.78727846,0.28548914,0.27470529,0.24742921,0.22218061,0.06573359,0.50777722,0.15445968,0.37147683,0.76005619,0.19501148
17.0,0.78585974,0.2881037,0.28058471,0.19589016,0.26858521,0.10256256,0.63392028,0.18364381,0.36610349,0.72560571,0.25717185
18.0,0.77874897,0.31831531,0.27544882,0.19728635,0.2966423,0.12295154,0.74269222,0.18120841,0.40718476,0.66920333,0.28860901
19.0,0.82473308,0.38729753,0.32367137,0.24935175,0.38607952,0.18640385,0.81477917,0.21515317,0.47458825,0.59279429,0.33230568
20.0,0.79998179,0.54098914,0.36259275,0.36955365,0.45406824,0.24388026,0.89227583,0.3290281,0.56959794,0.62394286,0.45298778
21.0,0.81835923,0.58780593,0.52688843,0.41844413,0.57854994,0.23775564,0.92608722,0.45788698,0.62238238,0.67403619,0.55674617
22.0,0.72994333,0.62531333,0.61210863,0.44894762,0.6478377,0.26248846,0.87445806,0.44754698,0.66887571,0.6617419,0.66694148
23.0,0.78396692,0.6433437,0.59377471,0.44235206,0.6633223,0.34754077,0.81771833,0.48494381,0.71597302,0.64014048,0.63625815
24.0,0.74079718,0.58141333,0.5722351,0.39643873,0.57275067,0.33254564,0.75949472,0.47844048,0.64199,0.64312952,0.58906247
