x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00148193,0.00013683,0.00838127,0.00968962,0.00773269,0.0,0.0,9.094e-5,0.0,0.00416752,0.00156662
0.03220669,0.01766711,0.09237374,0.08991581,0.09177179,0.0113377,0.00531941,0.01797219,0.00934364,0.05683514,0.01385779
0.18864597,0.14696143,0.26368856,0.259597,0.25138675,0.12314084,0.06721734,0.13376986,0.14926648,0.1866433,0.10832649
0.35961814,0.33414319,0.42962816,0.42796537,0.41348592,0.29929334,0.16766685,0.29913633,0.30515516,0.33896958,0.27054925
0.50622951,0.47322442,0.56842681,0.57803307,0.54721621,0.41666166,0.27217657,0.42087917,0.43572786,0.46468133,0.38617038
0.60430745,0.59224338,0.64662218,0.68429017,0.64403032,0.52273054,0.36388728,0.51715094,0.56918932,0.53037693,0.49268052
0.63577996,0.65853838,0.72011416,0.73131532,0.69063073,0.5921734,0.39849934,0.59469581,0.58726264,0.5696646,0.5317575
0.65474441,0.65662758,0.69831527,0.7376439,0.69608978,0.58178618,0.40107617,0.64610951,0.62883129,0.53257803,0.55047161
0.59762813,0.60555636,0.64514533,0.68354011,0.65866423,0.51728619,0.40337827,0.61177247,0.57129243,0.53982852,0.49570593
0.47716683,0.50938732,0.53868613,0.58887226,0.53547978,0.44674081,0.37108423,0.48402782,0.45218151,0.46794716,0.40641073
0.32138485,0.33904428,0.42006294,0.44357114,0.3989239,0.28925886,0.27498767,0.32206575,0.28558231,0.35786581,0.31037115
0.132741,0.13098046,0.25208677,0.25531518,0.23509039,0.09754174,0.11507771,0.12438041,0.09375222,0.19570508,0.12749076
0.02470957,0.01373748,0.09073137,0.08137796,0.08623938,0.00475334,0.01850386,0.01433708,0.0066527,0.05448272,0.02110718
0.00096765,-0.0,0.0082236,0.00745511,0.0086097,0.0,0.0,0.0,0.0,0.00186807,0.00090677
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
