x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
1.0,0.44430417,0.70525979,0.60153176,0.75262125,0.38768571,0.77917954,0.35939183,0.49160237,0.91666667,0.4841363,0.39691679
2.0,0.35322937,0.67018167,0.55427235,0.69384292,0.37175857,0.81796276,0.31361226,0.36644415,0.95273,0.42514543,0.37876051
3.0,0.32747979,0.5914825,0.56608314,0.65723042,0.3568319,0.82625471,0.27124774,0.30648681,0.94401333,0.35016951,0.3338059
4.0,0.25489729,0.53864188,0.52173451,0.59638833,0.32101548,0.82116644,0.23207054,0.26367052,0.91055556,0.2911958,0.29139936
5.0,0.21310875,0.50605208,0.4093702,0.58479,0.31979667,0.81905126,0.19110258,0.20087881,0.91968222,0.25550123,0.25984538
6.0,0.186595,0.47089542,0.42582216,0.61982583,0.29230381,0.82269471,0.18149247,0.17856489,0.96222222,0.20322321,0.22433897
7.0,0.17526542,0.40843146,0.38913451,0.5692725,0.30619786,0.8185177,0.16387505,0.16537096,0.88008889,0.19499469,0.19006846
8.0,0.13676625,0.32915854,0.36550314,0.52624667,0.31832024,0.75669563,0.1564843,0.08010533,0.87895333,0.1115384,0.19744038
9.0,0.09022687,0.28104979,0.35844137,0.5387175,0.25751952,0.70108874,0.11523527,0.07840933,0.86433611,0.1048063,0.17890397
10.0,0.05593979,0.27374396,0.34732706,0.61392208,0.16262714,0.56561126,0.08930559,0.09799289,0.90862222,0.10487284,0.14178821
11.0,0.05158542,0.31953396,0.36299549,0.6330975,0.15217095,0.50622966,0.05839699,0.09812193,0.84800667,0.11882654,0.10237244
12.0,0.05620812,0.35568417,0.41703196,0.730705,0.15345,0.44897333,0.05148409,0.11224874,0.83193222,0.12451321,0.12325897
13.0,0.08572792,0.3910525,0.4909098,0.73202708,0.14742905,0.39751839,0.04970151,0.11009541,0.806675,0.11478222,0.14524936
14.0,0.10077479,0.44481479,0.56769176,0.7478575,0.19763595,0.37278391,0.05857312,0.09991674,0.74081167,0.14679667,0.18887487
15.0,0.13081354,0.47054708,0.54484608,0.77337958,0.18079,0.36760069,0.06918495,0.13335985,0.65771,0.1470984,0.20447205
16.0,0.19388229,0.46987375,0.57409686,0.86071333,0.1875219,0.33797908,0.07925957,0.17348874,0.64760667,0.21631778,0.24597026
17.0,0.23622187,0.56786333,0.54158118,0.89694708,0.21020167,0.31891356,0.10719183,0.21937422,0.61298111,0.26768321,0.25033731
18.0,0.23618208,0.68221125,0.53194667,0.89063333,0.20114667,0.33744828,0.13001892,0.23721289,0.53938944,0.29224778,0.29328756
19.0,0.27964833,0.73421917,0.61287784,0.91159333,0.22313667,0.34809724,0.19239935,0.30145793,0.46178056,0.38300395,0.36589103
20.0,0.35366792,0.87263083,0.67156804,0.93448417,0.30627214,0.42159494,0.24462086,0.4207443,0.50694667,0.44729173,0.47270692
21.0,0.52426354,0.92560708,0.70873412,0.91319708,0.36648333,0.46456529,0.25014043,0.54231733,0.57577222,0.57284407,0.57904526
22.0,0.62687625,0.86987104,0.71198608,0.89771667,0.33453048,0.4670869,0.27535032,0.66340356,0.57578667,0.64986457,0.61428654
23.0,0.61595625,0.8309475,0.74402059,0.8672325,0.36654952,0.45753678,0.36590215,0.6261837,0.55789389,0.66952901,0.66841872
24.0,0.56921312,0.75787979,0.68515039,0.78155417,0.36125476,0.43222276,0.36502452,0.58548578,0.54633111,0.57579864,0.62997
