x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.88,0.09090909,-0.0,0.0625,0.83928571,-0.0,-0.0,0.95348837,-0.0,0.25714286,0.875
0.92,0.09090909,-0.0,0.0625,0.82142857,-0.0,-0.0,0.93023256,-0.0,0.25714286,0.90625
0.92,0.09090909,-0.0,0.0625,0.83928571,-0.0,-0.0,0.95348837,-0.0,0.28571429,0.84375
0.88,0.09090909,-0.0,0.0625,0.80357143,-0.0,-0.0,0.95348837,-0.0,0.14285714,0.84375
0.84,0.09090909,-0.0,0.0625,0.80357143,-0.0,-0.0,0.95348837,-0.0,0.17142857,0.84375
0.88,0.09090909,-0.0,0.09375,0.82142857,-0.0,-0.0,0.97674419,-0.0,0.17142857,0.8125
0.84,0.09090909,-0.0,0.09375,0.80357143,-0.0,-0.0,0.95348837,-0.0,0.17142857,0.84375
0.84,0.09090909,-0.0,0.09375,0.80357143,-0.0,-0.0,0.95348837,-0.0,0.17142857,0.875
0.84,0.09090909,-0.0,0.09375,0.73214286,-0.0,-0.0,0.90697674,-0.0,0.22857143,0.84375
0.84,0.09090909,-0.0,0.0625,0.75,-0.0,-0.0,0.88372093,-0.0,0.2,0.875
0.8,0.09090909,-0.0,0.0625,0.80357143,-0.0,-0.0,0.8372093,-0.0,0.2,0.71875
0.72,-0.0,-0.0,0.09375,0.75,-0.0,-0.0,0.58139535,-0.0,0.2,0.4375
0.56,-0.0,-0.0,0.0625,0.66071429,-0.0,-0.0,0.48837209,-0.0,0.08571429,0.25
0.32,-0.0,-0.0,0.03125,0.32142857,-0.0,-0.0,0.48837209,-0.0,0.02857143,0.1875
0.04,-0.0,-0.0,-0.0,-0.0,0.22222222,-0.0,0.27906977,0.03846154,-0.0,0.09375
-0.0,0.13636364,0.29268293,0.09375,-0.0,0.55555556,0.07692308,-0.0,0.30769231,-0.0,-0.0
-0.0,0.18181818,0.58536585,0.21875,-0.0,0.55555556,0.11538462,-0.0,0.30769231,-0.0,-0.0
-0.0,0.18181818,0.80487805,0.34375,-0.0,0.59259259,0.11538462,-0.0,0.57692308,-0.0,-0.0
-0.0,0.31818182,0.82926829,0.46875,-0.0,0.59259259,0.23076923,-0.0,0.65384615,0.05714286,-0.0
-0.0,0.40909091,0.82926829,0.53125,-0.0,0.7037037,0.34615385,-0.0,0.69230769,0.22857143,-0.0
-0.0,0.59090909,0.85365854,0.5,-0.0,0.88888889,0.61538462,-0.0,0.88461538,0.22857143,-0.0
-0.0,0.63636364,0.87804878,0.5,-0.0,0.88888889,0.73076923,-0.0,0.88461538,0.28571429,-0.0
-0.0,0.63636364,0.87804878,0.59375,-0.0,0.92592593,0.80769231,-0.0,0.92307692,0.28571429,-0.0
-0.0,0.68181818,0.87804878,0.625,-0.0,0.92592593,0.80769231,-0.0,0.92307692,0.31428571,-0.0
