x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
4070.65557611,4181.8805391,4854.68963678,4589.9875936,4808.00177145,4200.85104718,4027.5465578,4158.99801465,4157.849472,3950.18740012,4203.22383373
3963.74687347,4084.37375511,4642.95047622,4403.79102944,4603.69690547,4088.7349513,3905.81159819,4056.22421978,4057.03150891,3824.46906707,4082.39577754
3911.30229168,4049.30672888,4493.75621061,4274.61987763,4457.37368404,4029.12350799,3834.94219146,4003.20237875,4013.94664073,3759.47575206,4022.02238539
3889.42671044,4053.91935766,4391.22971376,4188.73512585,4359.03414746,4004.79639576,3802.99616752,3988.04268436,4002.50890592,3730.72686165,3994.99268188
3902.4070302,4094.42720823,4339.22849482,4149.40691627,4306.37228449,4022.21685352,3806.62117711,4009.07432824,4025.9278874,3738.28355301,4006.19653021
3979.3850005,4186.56245611,4364.15466037,4187.58313173,4329.46766354,4084.55794461,3859.25968054,4082.32777531,4105.94925869,3822.51957021,4068.82362376
4163.28719043,4388.85000919,4476.78005123,4320.84392745,4436.41455878,4248.5852678,4008.92436046,4269.41508904,4306.46029877,4026.67605409,4232.47507261
4344.92056325,4646.19507894,4547.7637809,4393.95465858,4503.31981645,4453.43288093,4220.71285117,4490.25261708,4544.22015443,4168.74019815,4438.28554556
4431.65070655,4756.49674041,4743.97873176,4541.73130125,4691.03794858,4552.97311762,4332.42124615,4580.96431929,4634.98785859,4225.09959965,4568.02140784
4491.17173528,4741.25217108,5024.47879685,4759.93667372,4966.19677908,4562.941308,4379.94497758,4579.19501926,4629.58122072,4301.09604096,4628.15823947
4532.1550491,4703.2941798,5331.12435566,4998.02071147,5268.31091815,4561.50477795,4443.76428221,4570.09551864,4610.66231135,4380.58854404,4686.35419527
4549.34617083,4643.69619994,5637.86254675,5238.32346933,5573.21651483,4552.85609786,4480.90798239,4548.91018596,4578.15061745,4445.94844432,4719.33299624
4558.85662888,4559.23025307,5904.15753723,5461.53818859,5840.15133308,4529.08773735,4500.8932087,4512.40252067,4532.2586999,4492.45217665,4726.88808254
4588.54523336,4492.81379753,6165.89554014,5699.56657897,6103.53166298,4521.41757978,4508.7984173,4495.54236249,4499.91663602,4573.08057025,4741.02694389
4618.43100643,4455.3150893,6360.53801611,5902.37669477,6308.83684354,4530.87570777,4531.62052514,4500.6491,4495.44676155,4654.71663402,4761.46182054
4653.49485372,4429.97433878,6487.78788778,6072.37465876,6463.88037833,4537.64462606,4540.5115225,4511.03162215,4499.09475048,4735.99811711,4774.47111358
4695.89753107,4432.39833983,6549.2568872,6176.34614589,6546.53693982,4549.98707646,4558.47795698,4533.3351114,4514.20903148,4802.87372296,4790.09765249
4694.63042121,4445.21394983,6483.75183005,6141.5702922,6490.00683333,4546.5584252,4576.45095627,4539.19782237,4503.08362921,4791.16459877,4782.65438185
4675.21630991,4480.3560303,6361.2087621,6011.82476785,6360.42604666,4547.65360728,4593.39765605,4543.56734969,4498.99605928,4740.68349787,4780.71776542
4711.7228557,4627.54725996,6177.16440498,5823.7439892,6171.27834397,4674.5288687,4688.87570813,4646.6297067,4617.92265348,4668.47213312,4858.36458631
4697.70548504,4691.84638155,5978.36334311,5657.38440246,5966.78022942,4695.01632889,4746.75839606,4682.17273579,4641.95761404,4683.28700441,4874.51559336
4617.68153894,4661.33296512,5814.53751234,5522.33091497,5806.02013992,4625.78749375,4698.73075682,4624.2277378,4574.55077645,4605.03673606,4815.14298591
4447.98277295,4539.54560124,5482.21285891,5224.30398285,5479.97136057,4500.6283955,4572.0843618,4487.95389445,4439.08707507,4391.41394552,4679.4116613
4233.57535591,4342.62443813,5121.16673567,4881.32494059,5115.79425633,4309.35258468,4370.85649447,4285.52539655,4258.64847062,4130.37648643,4478.22827759
