Year,Month,Day,Hour,Minute,power (MW),wind direction at 100m (deg),wind speed at 100m (m/s)
2012,1,1,0,0,15.608,32.987,12.303
2012,1,1,0,5,15.985,31.691,13.987
2012,1,1,0,10,16,30.818,15.244
2012,1,1,0,15,16,31.598,15.65
2012,1,1,0,20,16,33.289,15.515
2012,1,1,0,25,16,34.602,15.445
2012,1,1,0,30,16,34.723,15.381
2012,1,1,0,35,15.999,34.882,15.051
2012,1,1,0,40,15.995,35.937,14.624
2012,1,1,0,45,15.991,37.178,14.172
2012,1,1,0,50,15.978,37.761,13.867
2012,1,1,0,55,15.959,37.926,13.62
2012,1,1,1,0,15.941,38.414,13.382
2012,1,1,1,5,15.924,39.464,13.168
2012,1,1,1,10,15.928,39.975,13.214
2012,1,1,1,15,15.947,39.64,13.455
2012,1,1,1,20,15.96,39.7,13.626
2012,1,1,1,25,15.964,40.348,13.681
2012,1,1,1,30,15.964,40.661,13.675
2012,1,1,1,35,15.961,40.348,13.635
2012,1,1,1,40,15.942,40.194,13.385
2012,1,1,1,45,15.913,40.568,13.009
2012,1,1,1,50,15.8,40.562,12.686
2012,1,1,1,55,15.715,39.596,12.493
2012,1,1,2,0,15.611,38.777,12.261
2012,1,1,2,5,15.454,38.766,11.907
2012,1,1,2,10,15.014,39.134,11.587
2012,1,1,2,15,14.587,39.178,11.321
2012,1,1,2,20,14.2,38.941,11.08
2012,1,1,2,25,13.666,39.106,10.754
2012,1,1,2,30,12.589,39.562,10.363
2012,1,1,2,35,11.572,39.183,9.994
2012,1,1,2,40,10.642,37.716,9.658
2012,1,1,2,45,9.559,36.458,9.286
2012,1,1,2,50,8.395,36.195,8.887
2012,1,1,2,55,7.704,35.975,8.649
2012,1,1,3,0,7.768,34.899,8.67
2012,1,1,3,5,8.109,34.168,8.786
2012,1,1,3,10,8.621,34.728,8.96
2012,1,1,3,15,9.257,35.152,9.177
2012,1,1,3,20,10.293,34.597,9.531
2012,1,1,3,25,11.341,34.3,9.9
2012,1,1,3,30,12.021,35.141,10.145
2012,1,1,3,35,12.557,36.234,10.337
2012,1,1,3,40,13.144,36.679,10.547
2012,1,1,3,45,13.461,36.975,10.66
2012,1,1,3,50,13.329,37.695,10.611
2012,1,1,3,55,13.088,38.354,10.523
2012,1,1,4,0,13.125,38.162,10.535
2012,1,1,4,5,13.432,37.354,10.645
2012,1,1,4,10,13.707,36.893,10.748
