Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,559413,-,-,-,32.01,-102.1,-6,844,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2012,1,1,0,0,0,0,0,0,0,0,0,-8,165.48,0,0.165,5.9,0.399,36.4,36.85,5,920.0
2012,1,1,0,30,0,0,0,0,0,0,0,-8,169.83,0,0.165,5.6000000000000005,0.395,36.4,39.54,4,920.0
2012,1,1,1,0,0,0,0,0,0,0,0,-7,170.84,0,0.165,5.300000000000001,0.391,37.4,42.34,4,920.0
2012,1,1,1,30,0,0,0,0,0,0,0,-7,167.65,0,0.165,4.9,0.388,37.4,45.45,3,920.0
2012,1,1,2,0,0,0,0,0,0,0,0,-6,162.42000000000002,0,0.165,4.5,0.385,38.5,55.14,2,930.0
2012,1,1,2,30,0,0,0,0,0,0,0,-6,156.49,0,0.165,3.9000000000000004,0.382,38.5,59.25,1,930.0
2012,1,1,3,0,0,0,0,0,0,0,0,-5,150.29,0,0.165,3.4000000000000004,0.38,35.2,64.04,1,930.0
2012,1,1,3,30,0,0,0,0,0,0,0,-5,143.98,0,0.165,2.7,0.376,35.2,68.86,0,930.0
2012,1,1,4,0,0,0,0,0,0,0,0,-4,137.62,0,0.165,2.1,0.372,26.8,70.91,0,930.0
2012,1,1,4,30,0,0,0,0,0,0,0,-4,131.27,0,0.165,1.8,0.366,26.8,70.94,0,930.0
2012,1,1,5,0,0,0,0,0,0,0,0,-4,124.94,0,0.165,1.6,0.361,12.4,71.49,0,930.0
2012,1,1,5,30,0,0,0,0,0,0,0,-4,118.66,0,0.165,1.6,0.357,12.4,71.53,0,930.0
2012,1,1,6,0,0,0,0,0,0,0,0,-4,112.45,0,0.165,1.7000000000000002,0.354,358.1,76.54,-1,930.0
2012,1,1,6,30,0,0,0,0,0,0,0,-4,106.33,0,0.165,1.8,0.352,358.1,76.58,-1,930.0
2012,1,1,7,0,0,0,0,0,0,0,0,-4,100.32000000000001,0,0.165,2.0,0.35000000000000003,348.40000000000003,75.35000000000001,-1,930.0
2012,1,1,7,30,0,0,0,0,0,0,0,-4,94.45,0,0.165,2.7,0.34900000000000003,348.40000000000003,70.10000000000001,0,930.0
2012,1,1,8,0,11,284,17,11,284,17,0,-5,88.75,0,0.165,3.5,0.34800000000000003,343.1,68.3,0,930.0
2012,1,1,8,30,38,260,69,29,603,99,3,-5,83.27,0,0.165,3.6,0.34800000000000003,343.1,63.57,1,930.0
