x1,x2,x3,x4,x5,x6,x7
1.0,9988.09568533,12706.18138381,9995.86797512,9871.25077127,9743.63672248,12779.63401898
2.0,9491.53536637,12023.12539749,9431.72529799,9392.91990352,9252.70085722,12085.3668987
3.0,9179.14613472,11561.84358689,9096.90241008,9105.65955373,8965.06133141,11594.65679414
4.0,9002.36992105,11294.41802944,8909.55218316,8956.42631694,8817.47514829,11310.84705583
5.0,8981.67585982,11278.37676206,8894.65250667,8988.09214425,8832.46841991,11277.71045789
6.0,9221.16838456,11639.32944277,9147.89413507,9337.29977465,9129.35716316,11606.08271297
7.0,9778.24326715,12111.41604342,9729.50126197,10020.60535728,9751.28497491,12039.3427405
8.0,10285.84796321,12308.91322067,10335.47335825,10503.72876011,10263.86181338,12225.57146801
9.0,10505.56075808,13056.97241947,10654.61804748,10746.46278153,10469.170023,12971.27610583
10.0,10849.47679631,14131.65015527,11023.98466457,11107.34933127,10794.53390446,14054.51231088
11.0,11286.53664428,15238.8225376,11497.73922192,11527.67241284,11174.42343778,15175.2586848
12.0,11651.25171043,16197.24021217,11892.84525622,11867.68680771,11507.11402748,16170.63053407
13.0,11917.92680685,16943.06632857,12162.19603716,12117.41766949,11746.82386844,16946.77278524
14.0,12114.08639265,17579.03955835,12356.20130429,12338.2957281,11945.03501564,17609.94747013
15.0,12268.63253807,18033.1405867,12502.06614275,12503.04996894,12116.74675767,18114.79768987
16.0,12354.74263238,18363.93642402,12563.77085876,12610.1721792,12224.53621445,18439.35847144
17.0,12374.15356769,18443.28859196,12545.93030859,12636.65972157,12255.04434133,18511.85893899
18.0,12260.55577095,18187.14576661,12417.70756521,12516.73478569,12143.93802584,18256.62419001
19.0,12190.66263976,17537.94265127,12349.77781719,12378.88654748,12086.21806889,17592.87452159
20.0,12340.56307213,16899.94964819,12536.52932978,12453.77171463,12254.42134271,16931.62895782
21.0,12270.61000344,16565.44785903,12518.59337333,12398.83954124,12164.27344747,16603.02949337
22.0,11908.39282898,15966.70470736,12216.87037605,12002.08110577,11797.16458469,16016.8738059
23.0,11308.70415773,14920.25163974,11690.3958738,11328.47516133,11178.50912998,14959.54719347
24.0,10530.89407705,13791.85498715,10989.62746137,10516.84416222,10407.80279054,13818.23563228
