x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.00107374,0.00013764,0.00122913,0.0,0.0,0.0,0.00124908,0.00116378,0.000994,0.0,0.00023964,0.0
8.0,0.00570233,0.04902843,0.00915418,0.04527989,0.00256042,0.0057662,0.00545257,0.05123378,0.04757287,0.05857614,0.0042205,0.02491137,0.00675542
9.0,0.09172832,0.2133337,0.1016151,0.21347143,0.0759119,0.10748193,0.11024103,0.20618038,0.19540679,0.23376171,0.09974556,0.1751082,0.0831845
10.0,0.30280628,0.39777474,0.33353752,0.40116022,0.29213444,0.33188123,0.32590137,0.39567365,0.37032667,0.43758652,0.29483677,0.36647474,0.25291923
11.0,0.50174949,0.56685888,0.53129321,0.53577848,0.49154618,0.51986197,0.4796218,0.52841396,0.52331242,0.60488099,0.4615564,0.51532228,0.40304921
12.0,0.64165815,0.68329798,0.67092657,0.64974679,0.64032117,0.6496844,0.58800555,0.63516287,0.62806371,0.71873491,0.61574545,0.60530714,0.54775988
13.0,0.71166157,0.71987614,0.72509764,0.73210228,0.72928665,0.70925889,0.62366906,0.72040177,0.69968389,0.77348842,0.68513522,0.65578873,0.60412306
14.0,0.71682348,0.74798478,0.73587093,0.75783046,0.74073686,0.72635834,0.62026031,0.75781723,0.70835159,0.72601133,0.68633072,0.64899192,0.59093905
15.0,0.68467253,0.69471539,0.71381811,0.72938454,0.71668724,0.70019722,0.59544293,0.71967846,0.66811373,0.7089055,0.63506086,0.67526579,0.56793627
16.0,0.58579589,0.61694869,0.63891719,0.63192755,0.61058206,0.59838834,0.51799446,0.62260165,0.60246495,0.60165229,0.5548387,0.5941667,0.51853574
17.0,0.46434797,0.50597891,0.45001849,0.47398653,0.44792209,0.44358916,0.39475629,0.4871234,0.48755465,0.49954726,0.38313234,0.47459292,0.37617023
18.0,0.23728941,0.32912341,0.23686948,0.31331778,0.22534326,0.23528014,0.20319368,0.32021815,0.31516867,0.3280044,0.19862932,0.29635501,0.21948138
19.0,0.04578331,0.1549588,0.04869141,0.12313934,0.03674141,0.0487715,0.03538401,0.13709097,0.12990196,0.12717172,0.02866015,0.10964542,0.04712823
20.0,0.00089771,0.02489936,0.00214426,0.01932296,0.00023492,0.0007026,0.00140555,0.02273756,0.02086896,0.01600437,0.00020707,0.00595904,0.00114731
21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
