x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
2.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
3.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
4.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
5.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
6.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
7.0,0.00022043,0.00803523,0.00065441,0.00845647,3.101e-5,0.00011031,0.00059514,0.00968736,0.00771896,0.01052256,0.0,0.00359122,0.0
8.0,0.02292614,0.10278833,0.01716252,0.09179617,0.0187202,0.02369614,0.03506958,0.10552078,0.09065634,0.11650899,0.02923002,0.06278376,0.01748779
9.0,0.15370659,0.2886243,0.12874015,0.26255197,0.14045056,0.15677836,0.18188514,0.27777965,0.22834964,0.28209428,0.20901696,0.20150429,0.11298572
10.0,0.3006979,0.44452844,0.26930548,0.39846071,0.30219665,0.31170421,0.36230612,0.46281494,0.37320759,0.43138083,0.38689173,0.35130525,0.24265066
11.0,0.45245087,0.5835864,0.36780586,0.54072178,0.45436942,0.45296175,0.56888349,0.5736865,0.48058154,0.60179115,0.52173638,0.45792452,0.31343162
12.0,0.51524776,0.63697367,0.46363944,0.59616338,0.51910787,0.52112124,0.61966289,0.64956265,0.55076568,0.67854667,0.60295253,0.48477844,0.37160094
13.0,0.56211056,0.68392823,0.55753735,0.62120523,0.52648981,0.54532181,0.65011687,0.64711117,0.57176818,0.74097429,0.65829054,0.57868285,0.39033741
14.0,0.53464553,0.66335592,0.50732497,0.58309465,0.51710983,0.56573645,0.63116694,0.66612029,0.52691207,0.69347539,0.62544766,0.59821966,0.37085844
15.0,0.51424313,0.60421946,0.4853703,0.55829846,0.46088919,0.5249913,0.58247656,0.61655078,0.54145371,0.63665458,0.54797185,0.53918595,0.33558642
16.0,0.41952801,0.50419842,0.40082561,0.44840782,0.35931995,0.41700983,0.43548899,0.5036739,0.44713893,0.52539479,0.4493846,0.47468522,0.28254951
17.0,0.27745482,0.36540004,0.26623899,0.33163308,0.24150503,0.27845992,0.28548183,0.39410106,0.37712933,0.37899677,0.27057294,0.31780164,0.18076766
18.0,0.11466776,0.21933787,0.11425322,0.19768476,0.09544331,0.10630304,0.09336754,0.21597271,0.21662265,0.21655002,0.0891142,0.17854804,0.06318395
19.0,0.01050414,0.07380123,0.01379659,0.0576766,0.00616711,0.00979143,0.00919304,0.06533895,0.06542631,0.06158986,0.00480765,0.03919386,0.00783846
20.0,0.0,0.00294602,0.00022151,0.0024628,-0.0,-0.0,0.0,0.00309601,0.0025489,0.00062262,0.0,0.00011538,0.0
21.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
22.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
23.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
24.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0
