x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.0,-0.0,0.00267913,0.00029622,0.00317661,-0.0,-0.0,-0.0,0.00305773,0.00191954,0.00329123,-0.0,0.00098276,-0.0
8.0,0.00706535,0.05738101,0.0071289,0.05149438,0.00272842,0.0069733,0.00844086,0.05519395,0.05277837,0.06935558,0.00527795,0.02637688,0.00463767
9.0,0.07865287,0.21699964,0.07824797,0.20950668,0.06326295,0.09128177,0.12681265,0.21977215,0.19214577,0.24696494,0.09526052,0.14226052,0.08400767
10.0,0.27239236,0.41002017,0.27240543,0.36484988,0.25416826,0.27429516,0.31649925,0.40389336,0.38539388,0.44484664,0.28304278,0.30308073,0.25789778
11.0,0.46167769,0.57656283,0.47544843,0.50599824,0.4766594,0.46801329,0.4911098,0.56809252,0.5119527,0.62050739,0.46937643,0.42242305,0.42926567
12.0,0.60587201,0.69244255,0.61249689,0.6225128,0.6289401,0.62061171,0.59802181,0.67179794,0.62107369,0.74058021,0.59765626,0.53842543,0.61957892
13.0,0.68015158,0.73813236,0.6691904,0.66859101,0.67179265,0.70625444,0.63599991,0.72481819,0.72102216,0.78022123,0.67905222,0.59105051,0.7150207
14.0,0.6866177,0.73407903,0.68786281,0.68089367,0.67381584,0.71241902,0.66967351,0.74608598,0.66533771,0.80598438,0.64628978,0.61537338,0.71423881
15.0,0.65173007,0.66290782,0.65459795,0.66744279,0.64324041,0.65515778,0.60677196,0.70373956,0.61988476,0.77811384,0.62584882,0.62645143,0.6492553
16.0,0.55596245,0.58977871,0.57219051,0.58387351,0.54993931,0.56350161,0.51392136,0.61244219,0.61767852,0.67435129,0.51675357,0.54022805,0.54020553
17.0,0.40609186,0.49868743,0.41318069,0.48218172,0.39613526,0.41169481,0.34411273,0.49769795,0.48867404,0.51727043,0.36368993,0.44435281,0.4132901
18.0,0.20738527,0.33047762,0.23047765,0.29894207,0.19538678,0.20418889,0.1741173,0.33411905,0.33169792,0.33608212,0.1612428,0.29016922,0.22909302
19.0,0.0351762,0.15484356,0.04580392,0.13516359,0.03203501,0.04211211,0.02593173,0.14387538,0.15823081,0.15273887,0.02037142,0.11405323,0.04808436
20.0,0.00109342,0.02794366,0.00251338,0.02434808,0.00043424,0.00088351,0.00154161,0.02613299,0.02574468,0.01968353,1.346e-5,0.00826562,0.00181144
21.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
22.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
23.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
24.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
