x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,0.0,0.58064516,0.80645161,0.76666667,-0.0,0.92682927,1.0,-0.0,0.0,0.05882353,0.0,0.06060606,0.04545455
2.0,0.0,0.64516129,0.83870968,0.8,-0.0,0.90243902,1.0,-0.0,0.0,0.05882353,0.0,0.09090909,0.04545455
3.0,0.0,0.51612903,0.87096774,0.76666667,-0.0,0.95121951,0.9,-0.0,0.0,0.05882353,0.0,0.06060606,0.04545455
4.0,0.0,0.5483871,0.87096774,0.83333333,-0.0,0.87804878,0.9,-0.0,0.0,0.11764706,0.0,0.09090909,0.04545455
5.0,0.0,0.58064516,0.83870968,0.8,-0.0,0.90243902,0.95,-0.0,0.0,0.11764706,0.0,0.09090909,0.0
6.0,0.0,0.64516129,0.83870968,0.86666667,-0.0,0.85365854,0.95,-0.0,0.0,0.05882353,0.0,0.03030303,0.0
7.0,0.0,0.61290323,0.87096774,0.86666667,-0.0,0.87804878,1.0,-0.0,0.0,0.05882353,0.0,0.03030303,0.0
8.0,0.0,0.58064516,0.87096774,0.86666667,-0.0,0.85365854,1.0,-0.0,0.0,0.05882353,0.0,0.06060606,0.04545455
9.0,0.0,0.5483871,0.83870968,0.83333333,-0.0,0.87804878,1.0,-0.0,0.0,0.05882353,0.0,0.12121212,0.04545455
10.0,0.0,0.58064516,0.80645161,0.76666667,-0.0,0.73170732,1.0,-0.0,0.0,0.11764706,0.0,0.12121212,0.0
11.0,0.0,0.5483871,0.5483871,0.7,-0.0,0.63414634,0.95,-0.0,0.0,0.0,0.0,0.06060606,0.0
12.0,0.0,0.58064516,0.35483871,0.7,-0.0,0.43902439,0.8,-0.0,0.0,0.0,0.0,-0.0,0.0
13.0,0.0,0.4516129,0.19354839,0.23333333,-0.0,0.3902439,0.65,-0.0,0.0,0.0,0.0,-0.0,0.0
14.0,0.0,-0.0,0.06451613,0.03333333,-0.0,0.2195122,0.15,-0.0,0.0,0.0,0.0,-0.0,0.0
15.0,0.04,-0.0,-0.0,-0.0,0.03225806,-0.0,0.0,-0.0,0.0,0.0,0.16666667,-0.0,0.04545455
16.0,0.04,-0.0,-0.0,-0.0,0.25806452,-0.0,0.0,0.225,0.24038522,0.0,0.45833333,-0.0,0.18181818
17.0,0.04,-0.0,-0.0,-0.0,0.29032258,-0.0,0.0,0.375,0.55,0.0,0.52860153,-0.0,0.22727273
18.0,0.12,-0.0,-0.0,-0.0,0.41935484,-0.0,0.0,0.475,0.55,0.05882353,0.58333333,-0.0,0.36363636
19.0,0.36,-0.0,-0.0,-0.0,0.74193548,-0.0,0.0,0.45,0.6,0.05882353,0.875,0.03030303,0.5
20.0,0.44,-0.0,-0.0,-0.0,0.77419355,-0.0,0.0,0.5,0.6,0.05882353,0.875,0.03030303,0.54545455
21.0,0.48,-0.0,-0.0,-0.0,0.80645161,-0.0,0.0,0.5,0.65,0.05882353,0.875,0.06060606,0.54545455
22.0,0.64,-0.0,-0.0,-0.0,0.80645161,-0.0,0.0,0.55,0.75,0.11764706,0.91666667,0.03030303,0.59090909
23.0,0.64,-0.0,-0.0,-0.0,0.83870968,-0.0,0.0,0.575,0.75,0.17647059,0.91666667,0.03030303,0.59090909
24.0,0.6,-0.0,-0.0,-0.0,0.80645161,-0.0,0.0,0.575,0.75,0.17647059,0.95833333,0.03030303,0.63636364
