x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,0.8202224,0.54752946,0.57615914,0.43810733,0.52505634,0.39276927,0.541674,0.54937767,0.377395,0.78448431,0.35092722,0.4300503,0.75489606
2.0,0.8194136,0.50264409,0.59771204,0.35049444,0.46863591,0.35035203,0.56881833,0.45163533,0.29122467,0.73488588,0.32856583,0.33211232,0.75073667
3.0,0.80599573,0.41409398,0.5916572,0.266504,0.42241591,0.32229122,0.52118467,0.411614,0.21769033,0.64490196,0.29967194,0.31245778,0.79895606
4.0,0.7940664,0.34251742,0.55252194,0.23866,0.36296624,0.2664413,0.47443467,0.36936883,0.15074133,0.56346039,0.26610944,0.25260808,0.81029758
5.0,0.79564507,0.29720968,0.53655032,0.227144,0.25710495,0.24086423,0.465347,0.3047855,0.09224933,0.55419686,0.24340667,0.21775737,0.73245303
6.0,0.79561573,0.23406645,0.54967548,0.16539822,0.25281892,0.19855447,0.48901533,0.26350017,0.091659,0.54288745,0.23681667,0.20839374,0.73890515
7.0,0.7970952,0.22290667,0.5078,0.15252067,0.24672387,0.16906846,0.47802233,0.22286767,0.08537467,0.49326235,0.21675472,0.19256828,0.68017364
8.0,0.72959307,0.13927075,0.49684645,0.09756044,0.22451785,0.15344553,0.509922,0.1138955,0.04172833,0.43311412,0.20030028,0.16349434,0.66432152
9.0,0.60706,0.11263871,0.52093742,0.09623533,0.21749656,0.12487724,0.42264867,0.1078885,0.02775533,0.41403843,0.14859306,0.13553717,0.66803364
10.0,0.46089547,0.13036882,0.53607011,0.07705889,0.18106022,0.06889122,0.330615,0.134772,0.03756633,0.44102627,0.10305556,0.09381434,0.70470242
11.0,0.38895653,0.14956495,0.51592366,0.08724022,0.20406086,0.04016195,0.25288767,0.13439333,0.04318667,0.48544392,0.07098722,0.11380162,0.70353818
12.0,0.34834107,0.14778151,0.56745613,0.10942,0.22765333,0.05116358,0.238442,0.17074033,0.04796933,0.47641373,0.05705389,0.11575677,0.77121455
13.0,0.29980613,0.1354329,0.59790086,0.10428378,0.29400903,0.06872341,0.24501333,0.15800133,0.05591633,0.53481725,0.05384028,0.13841838,0.75742121
14.0,0.27995653,0.14985527,0.66079183,0.15160556,0.35585312,0.08735171,0.25108733,0.14894633,0.06918967,0.62671451,0.04505389,0.17363253,0.76828212
15.0,0.2606384,0.1805686,0.63060366,0.11394956,0.38063075,0.1232026,0.217356,0.18851583,0.09013967,0.63989647,0.04013306,0.21187616,0.72834939
16.0,0.23006987,0.25451441,0.66350108,0.164928,0.4298043,0.16634244,0.22043733,0.22936667,0.14724067,0.59697569,0.04973028,0.27366444,0.72211515
17.0,0.19544373,0.27409634,0.65147355,0.29270356,0.43468946,0.16264894,0.19155033,0.2994595,0.24120867,0.68467137,0.07374333,0.27720364,0.72538152
18.0,0.20852773,0.3099043,0.65150538,0.28859089,0.46874108,0.19822407,0.18665767,0.35436367,0.25090767,0.79912078,0.08125056,0.27645495,0.70165788
19.0,0.2578208,0.39464667,0.65512022,0.39714511,0.53190495,0.25560569,0.19358567,0.456175,0.20976633,0.83079686,0.14436083,0.31729899,0.76113636
20.0,0.36846507,0.47500645,0.70863785,0.45813356,0.66340258,0.37210309,0.28956867,0.58332767,0.30999767,0.89977843,0.19589944,0.35443657,0.75791515
21.0,0.45799413,0.6188,0.72953785,0.54216378,0.67094903,0.5198052,0.36196667,0.70857733,0.36039333,0.92859373,0.20100639,0.51356182,0.77168091
22.0,0.4811024,0.71101935,0.71632151,0.58937311,0.68214301,0.58218407,0.297012,0.77138833,0.49758267,0.90203804,0.23384778,0.60035434,0.69249606
23.0,0.47078133,0.75437183,0.75610559,0.57805622,0.72935398,0.6144052,0.32463833,0.73812683,0.45364967,0.84932039,0.31476583,0.58146485,0.73295394
24.0,0.42965147,0.66587677,0.67990796,0.48182756,0.64796473,0.60598715,0.31917767,0.67886167,0.42810367,0.78004157,0.29636528,0.55927253,0.73678758
