x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14
1.0,0.72712933,0.74457484,0.8915843,0.70467556,0.93631871,0.82027935,0.34317633,0.8397895,0.51284733,0.92137882,0.71714056,0.74304646,0.77752697
2.0,0.7281248,0.80187484,0.85738667,0.693814,0.93905591,0.85226829,0.315056,0.8680435,0.43488133,0.88689961,0.72094861,0.65930788,0.81239939
3.0,0.6999864,0.79897312,0.84167634,0.72652956,0.93982409,0.8461561,0.28488233,0.90558717,0.44845767,0.81684039,0.72619222,0.62386283,0.77080515
4.0,0.71197333,0.75335978,0.83270237,0.747078,0.92227226,0.85613561,0.293462,0.87182233,0.353607,0.81105647,0.70938389,0.60088909,0.78020697
5.0,0.68436347,0.74525118,0.85062409,0.72578244,0.91303505,0.88123398,0.286455,0.85909533,0.36291567,0.80414,0.6991525,0.54053172,0.77333515
6.0,0.6686688,0.69962,0.82161484,0.74333178,0.94533441,0.86502585,0.29483367,0.8334995,0.377042,0.77645451,0.66313861,0.52932747,0.75856545
7.0,0.6665008,0.67734151,0.80671892,0.73627133,0.94470581,0.86404488,0.324439,0.838516,0.30975133,0.7708098,0.61631111,0.51404808,0.71322242
8.0,0.65870293,0.63011075,0.77771871,0.66187822,0.93997742,0.86352732,0.27346533,0.711468,0.274369,0.76227059,0.63837278,0.50891192,0.67437636
9.0,0.60937093,0.42440796,0.7579043,0.54703289,0.94589849,0.84811756,0.240689,0.54282583,0.23868133,0.48195216,0.63578556,0.42827535,0.64198545
10.0,0.53356613,0.37277828,0.71916731,0.52981978,0.86459376,0.7561678,0.19637833,0.48140633,0.21352433,0.40026353,0.50845583,0.35896465,0.57478727
11.0,0.41381973,0.33441957,0.61176602,0.52049444,0.70644645,0.62640195,0.13848367,0.447764,0.20731467,0.37533961,0.40169528,0.35615333,0.53990152
12.0,0.38454853,0.30075699,0.6050114,0.488372,0.59511118,0.59467675,0.13365467,0.41988733,0.20536167,0.41782627,0.31265861,0.33749798,0.52461727
13.0,0.4225128,0.2933271,0.63940817,0.49180133,0.56574624,0.59245187,0.16321767,0.43302867,0.165868,0.43316431,0.30841583,0.34721576,0.54711848
14.0,0.4270184,0.30679677,0.64668968,0.49528644,0.56390473,0.59588911,0.19390767,0.46614883,0.21934767,0.54149882,0.32233111,0.34029374,0.54056152
15.0,0.46370533,0.36529419,0.67434108,0.54595333,0.52658817,0.59075691,0.22009733,0.50528233,0.261798,0.53632353,0.35204972,0.39705293,0.54415727
16.0,0.4840536,0.35077097,0.6264714,0.55897378,0.50681806,0.59660081,0.26396267,0.544238,0.327385,0.59027961,0.37192111,0.40397717,0.57388879
17.0,0.4867248,0.39847505,0.60826452,0.64737267,0.52520968,0.61649463,0.306351,0.63032433,0.379389,0.63898078,0.36429389,0.42838283,0.55209818
18.0,0.50922693,0.42444,0.62087978,0.67478733,0.54229333,0.64573919,0.317761,0.6716375,0.51719767,0.66192824,0.39941333,0.42693818,0.51348788
19.0,0.62568773,0.49574215,0.59994538,0.66025667,0.56603054,0.73169919,0.444513,0.613539,0.50894433,0.68764627,0.50659528,0.44787677,0.56301273
20.0,0.69916853,0.52064667,0.63738645,0.68264867,0.7000114,0.77919106,0.61632867,0.76286567,0.673925,0.69491686,0.65258389,0.51951091,0.57388879
21.0,0.73707147,0.67084624,0.70119892,0.68145244,0.74506645,0.85352959,0.65318367,0.79893117,0.66241133,0.70615529,0.681525,0.58204869,0.59216636
22.0,0.799112,0.69779312,0.7064157,0.69508467,0.76807484,0.8559652,0.688109,0.7180635,0.720818,0.73482431,0.72581944,0.55706444,0.65695242
23.0,0.77348587,0.72444387,0.68110323,0.78017267,0.79458903,0.88976862,0.728054,0.714602,0.70898167,0.7583749,0.72696694,0.57447232,0.67804697
24.0,0.79136773,0.70202753,0.72958473,0.79295267,0.78332559,0.90500407,0.763228,0.78288467,0.61529567,0.80422157,0.73755472,0.65691737,0.57637182
