x1,x2,x3,x4,x5,x6,x7,x8
1.0,12134.71823827,16993.06894649,13102.86270873,12446.46232345,16459.70825334,13096.33724353,12554.78480976
2.0,11463.8004344,15897.20775193,12501.74810169,11715.28161786,15399.46168647,12396.62370144,11908.57608627
3.0,11054.73191018,15119.82847036,12210.33900185,11291.20295168,14659.80244491,11997.49805208,11569.69456488
4.0,10868.80146985,14607.61081566,12122.94018378,11081.81181088,14185.08550676,11833.59223072,11437.04352487
5.0,10936.21390386,14425.62990217,12258.67543336,11082.02824864,14047.82555203,11902.50735873,11533.7727843
6.0,11503.25992905,14749.28791405,12791.19361183,11447.28845493,14427.10290117,12351.85847146,12019.18369243
7.0,12758.35835206,15446.4405893,13955.70893558,12366.57203175,15216.05697907,13396.10723198,13111.25943004
8.0,13645.58116735,15904.437085,15313.24326312,13421.44802655,15752.79957779,14638.64006415,14255.1095253
9.0,14047.4654986,16843.9408847,15791.13753434,13936.64220036,16689.89227788,15255.64304147,14684.80626122
10.0,14458.63158451,18225.19866975,15726.6308412,14222.01554939,18035.53248086,15526.73113049,14809.20254264
11.0,14905.78933475,19803.87787116,15616.22728072,14531.06723653,19593.46469584,15876.34748016,14933.63906985
12.0,15246.07403222,21326.21411983,15448.86703273,14738.23648881,21096.42275472,16149.85876356,14970.57749007
13.0,15507.71826519,22702.27779322,15205.4990737,14862.16787553,22484.71685808,16285.11623862,14931.81836226
14.0,15784.5552938,23943.84921684,14999.00761896,14962.9766129,23763.37165896,16375.56764174,14914.94101882
15.0,15992.98198293,24866.44286206,14843.49128263,15049.92340837,24721.86675066,16445.70448826,14912.14571357
16.0,16159.77219994,25473.59216499,14693.38156657,15081.88175669,25354.70404861,16430.16015041,14890.31939955
17.0,16313.15509918,25701.07753688,14620.21186318,15131.58262239,25646.82904856,16406.85776626,14891.99521634
18.0,16298.88367026,25488.0406272,14627.52500673,15178.46586413,25477.87276156,16398.52309755,14890.11078505
19.0,16093.34738208,24763.44820951,15031.18959326,15392.7788017,24789.45006901,16563.09043033,15110.53859742
20.0,15940.5882363,23690.41057082,15715.36437556,15826.92307085,23688.04605364,16950.9689656,15546.1792512
21.0,16084.94103301,22840.08086826,15743.6128198,15862.34742021,22822.97498761,16972.03934425,15529.67396463
22.0,15620.88021211,21931.58560081,15436.78045667,15504.10088549,21920.52310532,16638.22006812,15143.24441806
23.0,14528.74742339,20202.54126501,14720.3316218,14731.89446412,20203.952896,15859.57027117,14333.78548684
24.0,13179.75893175,18330.63760329,13674.35508665,13644.00350696,18358.98535227,14724.82714409,13228.43593526
