x1,x2,x3,x4,x5,x6,x7,x8
1.0,0.10526316,0.86440678,0.0,0.0,0.0,0.91891892,0.97014925
2.0,0.13157895,0.89830508,0.0,0.0,0.0,0.91891892,0.98507463
3.0,0.10526316,0.83050847,0.0,0.0,0.0,0.91891892,1.0
4.0,0.13157895,0.86440678,0.0,0.0,0.0,0.94594595,0.98507463
5.0,0.13157895,0.89830508,0.0,0.0,0.0,0.94594595,0.98507463
6.0,0.13157895,0.86440678,0.0,0.0,0.0,0.94594595,0.98507463
7.0,0.07894737,0.89830508,0.0,0.0,0.0,0.94594595,0.98507463
8.0,0.13157895,0.91525424,0.0,0.0,0.0,0.97297297,1.0
9.0,0.21052632,0.84745763,0.0,0.0,0.0,0.97297297,0.98507463
10.0,0.13157895,0.79661017,0.0,0.0,0.0,0.89189189,0.95522388
11.0,0.13157895,0.77966102,0.0,0.0,0.0,0.86486486,0.94029851
12.0,0.13157895,0.81355932,0.0,0.0,0.0,0.64864865,0.74626866
13.0,0.13157895,0.71186441,0.0,0.0,0.0,0.27027027,0.56716418
14.0,0.0,0.20338983,0.0,0.0,0.0,0.21621622,0.47761194
15.0,0.0,0.0,0.0,0.0,0.0,0.05405405,0.08955224
16.0,0.0,0.0,0.36170213,0.25,0.12307692,0.0,0.0
17.0,0.02631579,0.0,0.53191489,0.34615385,0.50769231,0.0,0.0
18.0,0.02631579,0.0,0.57446809,0.36538462,0.78461538,0.0,0.0
19.0,0.18421053,0.0,0.63829787,0.63461538,0.84615385,0.0,0.0
20.0,0.21052632,0.0,0.87234043,0.84615385,0.86153846,0.0,0.0
21.0,0.18421053,0.0,0.89361702,0.86538462,0.86153846,0.0,0.0
22.0,0.21052632,0.0,0.89361702,0.86538462,0.84615385,0.0,0.0
23.0,0.26315789,0.0,0.91489362,0.90384615,0.84615385,0.0,0.0
24.0,0.23684211,0.0,0.9787234,0.90384615,0.86153846,0.0,0.0
