x1,x2,x3,x4,x5,x6,x7,x8
1.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
2.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
3.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
4.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
5.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
6.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
7.0,0.00370101,0.00797604,6.405e-5,0.00039419,0.00911264,0.00199677,0.00038447
8.0,0.05345355,0.09141745,0.0144802,0.01386329,0.09254516,0.01576721,0.02187143
9.0,0.18620674,0.25249293,0.15576418,0.10574028,0.25663554,0.11813531,0.1493295
10.0,0.34076913,0.41579481,0.32899427,0.24583564,0.42336202,0.27926763,0.31322969
11.0,0.4654321,0.54717296,0.47059778,0.36070815,0.56060126,0.40261648,0.44339384
12.0,0.53539497,0.64515488,0.59735363,0.46918606,0.64103379,0.50923035,0.53970965
13.0,0.57249492,0.69086162,0.62953859,0.52058119,0.71521961,0.54569315,0.60112313
14.0,0.54697048,0.69952733,0.6497408,0.52010737,0.70040353,0.5564263,0.63881244
15.0,0.54955019,0.65931564,0.59001266,0.48090131,0.65148325,0.51174094,0.59764975
16.0,0.4744623,0.53753405,0.47897197,0.4308621,0.55134631,0.41753024,0.47416846
17.0,0.36580881,0.40063073,0.30354216,0.30007178,0.42581976,0.31775291,0.31489108
18.0,0.1952113,0.23623496,0.10243634,0.1296792,0.25045935,0.13039872,0.12228981
19.0,0.05002351,0.08599907,0.00948935,0.01898017,0.08724165,0.02404314,0.01621745
20.0,0.0014042,0.00873067,0.0,9.823e-5,0.00859884,0.00102323,9.109e-5
21.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
22.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
23.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
24.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
