x1,x2,x3,x4,x5,x6,x7,x8
1.0,0.28947368,0.81355932,-0.0,-0.0,-0.0,0.78378378,0.94029851
2.0,0.28947368,0.81355932,-0.0,-0.0,-0.0,0.81081081,0.92537313
3.0,0.31578947,0.83050847,-0.0,-0.0,-0.0,0.75675676,0.94029851
4.0,0.18421053,0.79661017,-0.0,-0.0,-0.0,0.75675676,0.92537313
5.0,0.21052632,0.77966102,-0.0,-0.0,-0.0,0.75675676,0.92537313
6.0,0.21052632,0.81355932,-0.0,-0.0,-0.0,0.72972973,0.95522388
7.0,0.21052632,0.81355932,-0.0,-0.0,-0.0,0.75675676,0.91044776
8.0,0.21052632,0.81355932,-0.0,-0.0,-0.0,0.78378378,0.91044776
9.0,0.26315789,0.74576271,-0.0,-0.0,-0.0,0.75675676,0.88059701
10.0,0.23684211,0.74576271,-0.0,-0.0,-0.0,0.78378378,0.86567164
11.0,0.23684211,0.79661017,-0.0,-0.0,-0.0,0.64864865,0.82089552
12.0,0.18421053,0.76271186,-0.0,-0.0,-0.0,0.40540541,0.62686567
13.0,0.07894737,0.6440678,-0.0,-0.0,-0.0,0.24324324,0.52238806
14.0,0.02631579,0.3220339,-0.0,-0.0,-0.0,0.16216216,0.43283582
15.0,-0.0,-0.0,0.06382979,0.07692308,-0.0,0.08108108,0.19402985
16.0,-0.0,-0.0,0.29787234,0.25,0.24615385,-0.0,-0.0
17.0,-0.0,-0.0,0.31914894,0.26923077,0.49230769,-0.0,-0.0
18.0,-0.0,-0.0,0.4893617,0.26923077,0.69230769,-0.0,-0.0
19.0,0.05263158,-0.0,0.57446809,0.36538462,0.75384615,-0.0,-0.0
20.0,0.21052632,-0.0,0.63829787,0.5,0.76923077,-0.0,-0.0
21.0,0.21052632,-0.0,0.82978723,0.73076923,0.76923077,-0.0,-0.0
22.0,0.26315789,-0.0,0.85106383,0.78846154,0.78461538,-0.0,-0.0
23.0,0.26315789,-0.0,0.87234043,0.84615385,0.83076923,-0.0,-0.0
24.0,0.28947368,-0.0,0.89361702,0.86538462,0.83076923,-0.0,-0.0
